Date,CSV no.,Stock,Mean,Stdev,No. tweets
"2016-09-01
",2016_245,MRK,0.21524779040404041,0.26643259269665881,48
"2016-09-02
",2016_246,MRK,0.11007619047619048,0.1988720190417462,100
"2016-09-03
",2016_247,MRK,0.090668590668590676,0.20940944960167465,33
"2016-09-04
",2016_248,MRK,0.11774118738404452,0.25509654651400748,35
"2016-09-05
",2016_249,MRK,0.30519230769230771,0.23951714247306297,26
"2016-09-06
",2016_250,MRK,0.16579638752052547,0.23112232054733667,58
"2016-09-07
",2016_251,MRK,0.16055986696230598,0.22890455656887618,82
"2016-09-08
",2016_252,MRK,0.20099431818181818,0.23682647740451826,112
"2016-09-09
",2016_253,MRK,0.19006373256373257,0.26591327603013237,63
"2016-09-10
",2016_254,MRK,0.16939141414141418,0.23420914198772008,50
"2016-09-11
",2016_255,MRK,0.19874999999999998,0.24455283630248442,40
"2016-09-12
",2016_256,MRK,0.19681093073593076,0.27685804514666312,100
"2016-09-13
",2016_257,MRK,0.15236536281179139,0.22129192520979818,84
"2016-09-14
",2016_258,MRK,0.22918777056277057,0.23396410791989344,60
"2016-09-15
",2016_259,MRK,0.19904962829013462,0.23114257853207434,79
"2016-09-16
",2016_260,MRK,0.19863266814486327,0.26526962601142601,82
"2016-09-17
",2016_261,MRK,0.13906304688219584,0.20843239285435966,47
"2016-09-18
",2016_262,MRK,0.18975883838383839,0.2055301937570814,40
"2016-09-19
",2016_263,MRK,0.08070855614973263,0.35445285184679692,119
"2016-09-20
",2016_264,MRK,0.058451321868753056,0.35675824420577357,109
"2016-09-21
",2016_265,MRK,0.19058952250310277,0.31879692675082338,81
"2016-09-22
",2016_266,MRK,0.13696351267779838,0.19671044749139474,49
"2016-09-23
",2016_267,MRK,0.1891488095238095,0.22339629380541068,40
"2016-09-24
",2016_268,MRK,0.097587050630528888,0.17548356097706919,23
"2016-09-25
",2016_269,MRK,0.17560023310023309,0.24238393786459134,26
"2016-09-26
",2016_270,MRK,0.14898192039442038,0.2207605437594137,60
"2016-09-27
",2016_271,MRK,0.1621291914300389,0.20690254642202174,59
"2016-09-28
",2016_272,MRK,0.073621182058682066,0.20313966529080429,84
"2016-09-29
",2016_273,MRK,0.16876689976689979,0.21183305454049436,65
"2016-09-30
",2016_274,MRK,0.1769970044020677,0.24922049427154244,79
"2016-10-01
",2016_275,MRK,0.05633497133497134,0.14600257501260899,37
"2016-10-02
",2016_276,MRK,0.21548295454545455,0.31340693269929065,24
"2016-10-03
",2016_277,MRK,0.11970075757575756,0.26928827734858696,40
"2016-10-04
",2016_278,MRK,0.10029981634527088,0.19774540376422939,55
"2016-10-05
",2016_279,MRK,0.26678969178969181,0.25490525790327623,65
"2016-10-06
",2016_280,MRK,0.14238201530612243,0.27930867636659856,56
"2016-10-07
",2016_281,MRK,0.17559396485867071,0.23832752057913087,102
"2016-10-08
",2016_282,MRK,0.11923254281949934,0.31026941500728727,46
"2016-10-09
",2016_283,MRK,0.12078949634594797,0.24789899615891808,155
"2016-10-10
",2016_284,MRK,0.18651490615185468,0.24376609634535698,272
"2016-10-11
",2016_285,MRK,0.11088294522836509,0.27177194415244477,131
"2016-10-12
",2016_286,MRK,0.13614693446088796,0.21561833227722202,86
"2016-10-13
",2016_287,MRK,0.18210567210567211,0.24883664565381922,91
"2016-10-14
",2016_288,MRK,0.16447041008087521,0.22906779629590521,129
"2016-10-15
",2016_289,MRK,0.14597177128427127,0.21111550460886863,56
"2016-10-16
",2016_290,MRK,0.17075546404814698,0.22067495457283304,41
"2016-10-17
",2016_291,MRK,0.16245722531436818,0.23866622772031251,133
"2016-10-18
",2016_292,MRK,0.10905813776866409,0.21160399369417829,95
"2016-10-19
",2016_293,MRK,0.22121459694989107,0.26147097045861339,102
"2016-10-20
",2016_294,MRK,0.15211672278338947,0.22841702055799673,75
"2016-10-21
",2016_295,MRK,0.158165544332211,0.23440308418697814,135
"2016-10-22
",2016_296,MRK,0.080643990929705214,0.28132898547587448,70
"2016-10-23
",2016_297,MRK,0.091279069767441851,0.24754050419711454,43
"2016-10-24
",2016_298,MRK,0.16050108442427721,0.21309049036730654,166
"2016-10-25
",2016_299,MRK,0.17173961172572286,0.24084566864454224,450
"2016-10-26
",2016_300,MRK,0.091358283060090278,0.24027070862271044,166
"2016-10-27
",2016_301,MRK,0.15391142437028515,0.27131386837348703,79
"2016-10-28
",2016_302,MRK,0.090515893892630012,0.23459405491267327,72
"2016-10-29
",2016_303,MRK,0.072628024430350005,0.15747135671607418,43
"2016-10-30
",2016_304,MRK,0.10003787878787879,0.183970172505282,44
"2016-10-31
",2016_305,MRK,0.15004353233830844,0.21921015975779323,67
"2016-11-01
",2016_306,MRK,0.12569182080545718,0.17974427294608097,66
"2016-11-02
",2016_307,MRK,0.11875076522803796,0.27689202213475883,55
"2016-11-03
",2016_308,MRK,0.035453370918487208,0.34377524646458912,86
"2016-11-04
",2016_309,MRK,0.12419880624426079,0.20139043153620456,66
"2016-11-05
",2016_310,MRK,0.11194083694083694,0.18101392780468387,42
"2016-11-06
",2016_311,MRK,0.10634199134199135,0.1899674103701052,35
"2016-11-07
",2016_312,MRK,0.18375955320399767,0.28153974835633705,54
"2016-11-08
",2016_313,MRK,0.17133477633477634,0.23665627157762839,41
"2016-11-09
",2016_314,MRK,0.12949738285823192,0.23400847005072103,106
"2016-11-10
",2016_315,MRK,0.10891196013289037,0.18863446365138092,86
"2016-11-11
",2016_316,MRK,0.13568989695750258,0.26615431023262121,71
