username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
muhtarcg;2017-06-06 22:28;0;0;"Home Depot Is Doing Everything Right @themotleyfool #stocks $ HD https://www. fool.com/investing/2017 /05/23/home-depot-is-doing-everything-right.aspx?lipi=urn%3Ali%3Apage%3Ad_flagship3_feed%3BZgXKXs47StSRG6JJ0%2B41Qw%3D%3D …";;@themotleyfool;#stocks;"872218659237777408";https://twitter.com/muhtarcg/status/872218659237777408
StockNewsWires;2017-06-06 21:55;0;0;"$ AMZN $ WMT $ SHLD $ HD $ LOW : Sears Is Giving Away Billions of Dollars in Sales to Amazon …: http://www. StockNewsWires.com/amzn-wmt-shld- hd-low-sears-is-giving-away-billions-of-dollars-in-sales-to-amazon/ …";;;;"872210253395312640";https://twitter.com/StockNewsWires/status/872210253395312640
SleekMoneycom;2017-06-06 21:31;0;0;"Home Depot Inc $ HD Downgraded by Vetr Inc. to “Hold” http:// ift.tt/2qYTQXf";;;;"872204329276407808";https://twitter.com/SleekMoneycom/status/872204329276407808
zaxoanl;2017-06-06 20:50;0;0;"@thetradersdeck I picked up some $ HD 157.50 calls yesterday at 154.60s. Do you think $ HD could bounce back up to by next week?";;@thetradersdeck;;"872194122496397312";https://twitter.com/zaxoanl/status/872194122496397312
GeorgeManiereg;2017-06-06 19:32;1;0;"And contrary to what some believe real builders don't shop at $ HD or $ LOW I did have more than one drop at my site from $ HDS though";;;;"872174346265137153";https://twitter.com/GeorgeManiereg/status/872174346265137153
TheMrDev;2017-06-06 19:13;2;2;"$ RUT Active Trade Signals here $ IWM $ VIX $ NDX $ QQQ $ NQ_F $ ES_F $ SPY $ SPX $ TF_F $ MSFT $ GOOG $ FB $ DJI @cnbc $ HD $ NFLX $ AAPL #GOLD $ GLD pic.twitter.com/BrV1OSMNAd";;@cnbc;#GOLD;"872169566859796480";https://twitter.com/TheMrDev/status/872169566859796480
tlongmeadow;2017-06-06 19:02;0;1;"Hurry short $ UVXY for the last hour if you like money! $ vix $ vxx $ spy $ hd $ aapl $ fb $ amzn #fed #rigged #algos #hft #cheaters";;;#fed #rigged #algos #hft #cheaters;"872166721871904774";https://twitter.com/tlongmeadow/status/872166721871904774
Lewisisthename;2017-06-06 18:49;0;0;"Buy $ FND under 40 if you get the chance. Sell over 50 by Christmas. $ HD $ LOW";;;;"872163562508083200";https://twitter.com/Lewisisthename/status/872163562508083200
TheMrDev;2017-06-06 18:39;1;1;"$ RUT Earlier Posi~Diver Buy WorkinThru $ IWM $ VIX $ NDX $ QQQ $ NQ_F $ ES_F $ SPY $ SPX $ TF_F $ MSFT $ GOOG $ FB $ DJI @cnbc $ HD $ NFLX $ AAPL #GOLD $ GLD pic.twitter.com/XNTaCxO25i";;@cnbc;#GOLD;"872160915369582592";https://twitter.com/TheMrDev/status/872160915369582592
stockbard;2017-06-06 18:19;0;0;"$ I $ AM $ TEN $ KEYS $ AGO $ FLY $ DOM $ EFF $ MR $ RAD $ TOO $ HD";;;;"872156050400653312";https://twitter.com/stockbard/status/872156050400653312
mnkahn;2017-06-06 17:34;0;6;"$ HD forms a Prussian Helmet (it's bearish on the support break) pic.twitter.com/EH02IC2sRG";;;;"872144777101410305";https://twitter.com/mnkahn/status/872144777101410305
Ancient_Warrior;2017-06-06 17:31;0;0;"I own some $ CGI from 2.20 though I have no idea why.. Also long $ KR 29.13 & $ SPXU 16.20 & short $ HD 152.27";;;;"872143995631173632";https://twitter.com/Ancient_Warrior/status/872143995631173632
finzine;2017-06-06 16:57;0;0;"$ HD HD Supply to sell waterworks unit; shares slump on weak margins https:// finance.yahoo.com/news/hd-supply -sell-waterworks-unit-110841341.html …";;;;"872135243167346690";https://twitter.com/finzine/status/872135243167346690
stockbard;2017-06-06 16:49;0;0;"$ I $ ACE $ HD $ MR $ EXAM $ MMM ! $ HE $ ATE $ FOR $ A $ COT";;;;"872133399187791872";https://twitter.com/stockbard/status/872133399187791872
SweetPlatform;2017-06-06 16:23;0;0;"HD Top news - Jun 6th, 2017 $ HD http:// https:// goo.gl/gFtA1z";;;;"872126896313704448";https://twitter.com/SweetPlatform/status/872126896313704448
