username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
intercooleronli;2016-11-28 23:59;0;0;"Capstone Asset Management Co. Buys 1,390 Shares of The Travelers Cos. $ TRV http:// zpr.io/PRwQy";;;;"803387873848336384";https://twitter.com/intercooleronli/status/803387873848336384
WatchlistN;2016-11-28 23:57;0;0;"Capstone Asset Management Co. Buys 1,390 Shares of The Travelers Cos. $ TRV http:// zpr.io/PRwQU";;;;"803387382250819584";https://twitter.com/WatchlistN/status/803387382250819584
DozenStocks;2016-11-28 20:58;1;0;"Dow #Stocks Trend $ MCD $ IBM $ DIS $ DD $ CAT $ AAPL $ CVX $ AXP $ UTX $ GE $ UNH $ BA $ GS $ JPM $ MSFT $ VZ $ KO $ XOM $ TRV @http:// 12Stocks.com/dow";;@http;#Stocks;"803342369974206464";https://twitter.com/DozenStocks/status/803342369974206464
TradeWithSuper;2016-11-28 20:39;0;0;"Benzinga: Insurance Stocks May Have Risen Too Far Too Fast http:// benzinga.com/z/8743640 $ AFL $ AFSI $ AIG $ MET $ MHLD $ HIG $ MTG $ PGR $ RDN $ TRV";;;;"803337439133757441";https://twitter.com/TradeWithSuper/status/803337439133757441
Benzinga;2016-11-28 20:38;3;3;"Insurance Stocks May Have Risen Too Far Too Fast http:// benzinga.com/z/8743640 $ AFL $ AFSI $ AIG $ MET $ MHLD $ HIG $ MTG $ PGR $ RDN $ TRV";;;;"803337167753781248";https://twitter.com/Benzinga/status/803337167753781248
WatchlistN;2016-11-28 19:54;0;0;"Nisa Investment Advisors LLC Raises Stake in The Travelers Cos. $ TRV http:// zpr.io/PRwnv";;;;"803326300610056192";https://twitter.com/WatchlistN/status/803326300610056192
TickerReport;2016-11-28 19:25;0;0;"Bank of New York Mellon Corp Has $362,802,000 Stake in The Travelers Cos. $ TRV http:// zpr.io/PRDeV";;;;"803319044476641280";https://twitter.com/TickerReport/status/803319044476641280
TickerReport;2016-11-28 19:24;0;0;"Bank of New York Mellon Corp Has $362,802,000 Stake in The Travelers Cos. $ TRV http:// ift.tt/2gPoexZ";;;;"803318605177884673";https://twitter.com/TickerReport/status/803318605177884673
WatchlistN;2016-11-28 18:26;0;0;"Insider Selling: The Travelers Cos. $ TRV Vice Chairman Sells 1,000 Shares of Stock http:// zpr.io/PRDw2";;;;"803304046559825920";https://twitter.com/WatchlistN/status/803304046559825920
dailypoliticaln;2016-11-28 18:16;0;0;"Daiwa Securities Group Inc. Acquires 740 Shares of The Travelers Cos. $ TRV http:// ift.tt/2ftAVOv";;;;"803301605928013824";https://twitter.com/dailypoliticaln/status/803301605928013824
dailypoliticaln;2016-11-28 18:07;0;0;"Daiwa Securities Group Inc. Acquires 740 Shares of The Travelers Cos. $ TRV http://www. dailypolitical.com/?p=831522";;;;"803299247571566596";https://twitter.com/dailypoliticaln/status/803299247571566596
DozenStocks;2016-11-28 16:50;1;1;"Dow #Stocks Trend $ MCD $ GE $ DD $ CAT $ IBM $ CVX $ AAPL $ AXP $ DIS $ UTX $ GS $ JPM $ UNH $ VZ $ BA $ XOM $ TRV $ MSFT $ KO $ HD @http:// 12Stocks.com/dow";;@http;#Stocks;"803279951600328704";https://twitter.com/DozenStocks/status/803279951600328704
InsiderAlertsIA;2016-11-28 16:32;0;0;"$ TRV : New Insider Filing on Vice Chairman & Chief Inv Off WILLIAM H HEYMAN: http:// insideri.com/1198930_000112 760216068446_0001127602-16-068446 … pic.twitter.com/ABKjG2q5V6";;;;"803275342240567296";https://twitter.com/InsiderAlertsIA/status/803275342240567296
Allstocknews;2016-11-28 16:07;0;0;"$ TRV Travelers Companies, Inc. Document: Insider Ownership From our Stock News Alerts App";;;;"803269197350342656";https://twitter.com/Allstocknews/status/803269197350342656
RRGresearch;2016-11-28 15:08;0;0;"$ TRV not looking so well from a relative POV pic.twitter.com/GUOvPg5Ji2";;;;"803254193800691716";https://twitter.com/RRGresearch/status/803254193800691716
Top_Dow_Stocks;2016-11-28 08:23;0;0;"#Dow #stocks $ TRV Travelers Companies Daily:0.34% Weekly:1.46% YTD:2.25% Trend:59 / 100 http:// 12Stocks.com/TRV";;;#Dow #stocks;"803152292023181312";https://twitter.com/Top_Dow_Stocks/status/803152292023181312
