username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
1MinuteStock;2016-09-05 21:11;0;0;"We calculated 21-day Expected Return of $ TRV for you: 0.6% https:// unicornbay.com/t/TRV.US?utm_m edium=tweet&utm_campaign=expreturn&utm_source=twitter …";;;;"772905119478194176";https://twitter.com/1MinuteStock/status/772905119478194176
WKRBNews;2016-09-05 20:37;0;0;"The Travelers Cos. $ TRV Position Reduced by Wesbanco Bank Inc. http:// ift.tt/2cioe5j";;;;"772896389097484288";https://twitter.com/WKRBNews/status/772896389097484288
1MinuteStock;2016-09-05 19:31;0;0;"Do you know that #Book Value for $ TRV is $85.72 https:// unicornbay.com/t/TRV.US?utm_m edium=tweet&utm_campaign=bookvalue&utm_source=twitter …";;;#Book;"772879953717190656";https://twitter.com/1MinuteStock/status/772879953717190656
sarcbot;2016-09-05 19:28;0;0;"$ TRV Maybe everyone will shut up now.";;;;"772879196372602880";https://twitter.com/sarcbot/status/772879196372602880
dailypoliticaln;2016-09-05 19:26;0;0;"The Travelers Cos. $ TRV Shares Sold by Financial Counselors Inc. http:// ift.tt/2c0uAEg";;;;"772878513477156864";https://twitter.com/dailypoliticaln/status/772878513477156864
LargeVoidBot;2016-09-05 19:00;0;1;"Popular: $ MAT , $ TRV , $ TSN , $ FIVE , $ HAS , $ CCL , $ GLW , $ CORN , $ BRZU , $ IYT , $ MON , $ SIMO , $ SLB , $ PXD , $ ALGN , $ AHS , $ TXN , $ HON , $ SWN , $ BKS";;;;"772872143939874816";https://twitter.com/LargeVoidBot/status/772872143939874816
SwingTradeBot;2016-09-05 18:41;0;0;"Recent $ TRV technical alerts: New 52 Week High plus 4 more alerts... http:// swingtradebot.com/equities/TRV";;;;"772867380557012993";https://twitter.com/SwingTradeBot/status/772867380557012993
SleekMoneycom;2016-09-05 18:27;0;0;"The Travelers Cos. $ TRV Shares Sold by First Interstate Bank http:// ift.tt/2c7cHa2";;;;"772863691851169792";https://twitter.com/SleekMoneycom/status/772863691851169792
DennyT14;2016-09-05 15:32;0;0;"TRV Stock 118.84 The Travelers Companies Inc $ TRV Hit a 52 week high of 119.32 Closing the day 09/02/16 at 118 http:// investorshangout.com/post/view?id=4 028262 …";;;;"772819805707665408";https://twitter.com/DennyT14/status/772819805707665408
bfsi_ibb;2016-09-05 14:52;0;0;"William H. Heyman Sells 4,246 Shares of #TheTravelers Cos. Stock. Read more: http:// owler.us/abyccN $ TRV";;;#TheTravelers;"772809724777500674";https://twitter.com/bfsi_ibb/status/772809724777500674
bfsi_mli;2016-09-05 14:52;0;0;"William H. Heyman Sells 4,246 Shares of #TheTravelers Cos. Stock. Read more: http:// owler.us/abyceg $ TRV";;;#TheTravelers;"772809569940611072";https://twitter.com/bfsi_mli/status/772809569940611072
bfsi_ib;2016-09-05 14:52;0;0;"William H. Heyman Sells 4,246 Shares of #TheTravelers Cos. Stock. Read more: http:// owler.us/abycdJ $ TRV";;;#TheTravelers;"772809569915371520";https://twitter.com/bfsi_ib/status/772809569915371520
bfsi_lhi;2016-09-05 14:52;0;0;"William H. Heyman Sells 4,246 Shares of #TheTravelers Cos. Stock. Read more: http:// owler.us/abycdm $ TRV";;;#TheTravelers;"772809569386889216";https://twitter.com/bfsi_lhi/status/772809569386889216
dailypoliticaln;2016-09-05 14:21;0;0;"Teacher Retirement System of Texas Has $52,728,000 Position in The Travelers Cos. $ TRV http:// ift.tt/2c6A8jV";;;;"772801922784980992";https://twitter.com/dailypoliticaln/status/772801922784980992
StockWebTrading;2016-09-05 12:37;1;0;"$ BK $ C $ CAT $ DD $ DHR $ DE $ BAC $ TRV $ HAL Trade long and short from the #NYSE , up to 62% on average. http://www. stocktradedow.com/Results.html $ DIA $ SPY $ DJIA";;;#NYSE;"772775747182206976";https://twitter.com/StockWebTrading/status/772775747182206976
intercooleronli;2016-09-05 11:13;0;0;"The Travelers Cos. $ TRV Raised to Hold at Zacks Investment Research http:// ift.tt/2cdMrv1";;;;"772754422665515008";https://twitter.com/intercooleronli/status/772754422665515008
AmericanBanking;2016-09-05 11:08;0;0;"The Travelers Cos. $ TRV Raised to Hold at Zacks Investment Research http:// ift.tt/2bQEFsP";;;;"772753310533246976";https://twitter.com/AmericanBanking/status/772753310533246976
TickerReport;2016-09-05 11:07;0;0;"The Travelers Cos. $ TRV Raised to Hold at Zacks Investment Research http:// ift.tt/2bQEFsP";;;;"772753105498808321";https://twitter.com/TickerReport/status/772753105498808321
midetimes;2016-09-05 09:54;0;0;"William H. Heyman Sells 4,246 Shares of The Travelers Cos. $ TRV Stock http:// ift.tt/2bQv7xX";;;;"772734730668310528";https://twitter.com/midetimes/status/772734730668310528
intercooleronli;2016-09-05 09:51;0;0;"William H. Heyman Sells 4,246 Shares of The Travelers Cos. $ TRV Stock http:// ift.tt/2c5UnOp";;;;"772733845078761476";https://twitter.com/intercooleronli/status/772733845078761476
Top_Dow_Stocks;2016-09-05 07:23;0;0;"#Dow #stocks $ TRV Travelers Companies Daily:0.41% Weekly:1.45% YTD:6.51% Trend:62 / 100 http:// 12Stocks.com/TRV";;;#Dow #stocks;"772696663408467968";https://twitter.com/Top_Dow_Stocks/status/772696663408467968
