username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
pharris667;2017-03-30 23:59;0;0;"BD Big Cap 20 3-3-17w/Rank 1. $ CELG $ AMAT $ MCHP $ MAR $ LRCX $ ADI $ PCLN $ LOW $ NFLX $ ULTA $ ATVI $ VRTX $ EFX $ ICE $ FB $ ADBE $ DVMT $ WDC $ HD $ RCL";;;;"847599112891412481";https://twitter.com/pharris667/status/847599112891412481
MarcoMNYC;2017-03-30 23:43;0;0;"Lets throw this against the used car price chart that has the bears all worked up. Someone is driving all the sales at $ HD $ AMZN and $ DRI .. https:// twitter.com/ClevelandFed/s tatus/847594312590348289 …";;;;"847595176218513408";https://twitter.com/MarcoMNYC/status/847595176218513408
newswithvalue;2017-03-30 22:23;0;0;"$ SHLD $ GS $ AMZN $ HD : Sears and its hedge fund owner, in slow decline together: http://www. StockNewsWires.com/shld-gs-amzn-h d-sears-and-its-hedge-fund-owner-in-slow-decline-together/ …";;;;"847574953629188101";https://twitter.com/newswithvalue/status/847574953629188101
stockbard;2017-03-30 20:49;0;0;"$ IT $ PAY $ FUN $ YUM ! $ IT $ SEE $ TOO $ MAIN $ TOO $ HD";;;;"847551427396247552";https://twitter.com/stockbard/status/847551427396247552
finzine;2017-03-30 20:33;0;0;"$ HD Restoration Hardware: So Much For That GoldmanDowngrade http:// blogs.barrons.com/stockstowatcht oday/2017/03/30/restoration-hardware-so-much-for-that-goldman-downgrade/ …";;;;"847547431554338818";https://twitter.com/finzine/status/847547431554338818
ETFGodfather;2017-03-30 20:19;0;1;"Some Highly Rated ETFs Prove Their Worth https:// benzinga.com/z/9233688 $ BA $ HD $ MO via @benzinga";;@benzinga;;"847543836666544128";https://twitter.com/ETFGodfather/status/847543836666544128
SFinanciers;2017-03-30 20:11;0;0;"7 Dividends That Have Doubled Quickly https:// aff.whotrades.com/t/b/wqs46/ $ AMGN $ BAC $ QCOM $ LVS $ HD $ CVX $ F $ PSX pic.twitter.com/ZaWZSALMQc";;;;"847541744170397697";https://twitter.com/SFinanciers/status/847541744170397697
SaferChemicals;2017-03-30 19:00;1;0;"Hey @HomeDepot : DIY shouldn’t spell danger. Get toxic paint stripper chemicals off your shelves http:// saferchemicals.org/2017/03/29/hom e-depot-diy-shouldnt-spell-danger/ … #MindTheStore $ HD";;@HomeDepot;#MindTheStore;"847524008883093504";https://twitter.com/SaferChemicals/status/847524008883093504
TrustedStocks;2017-03-30 16:25;0;0;"ALERT: New Social signal created on $ HD - Buy at 146.7 - Time: 16:25 - Strength: 7. Powered by http:// t.trustedmarkets.com/s2";;;;"847484977478475776";https://twitter.com/TrustedStocks/status/847484977478475776
finzine;2017-03-30 15:55;0;0;"$ HD Consumer Discretionary ETF (XLY) Hits New 52-Week High http://www. investopedia.com/partner/zacks/ consumer-discretionary-etf-xly-hits-new-52week-high/ …";;;;"847477466050547713";https://twitter.com/finzine/status/847477466050547713
DozenStocks;2017-03-30 15:50;0;0;"Dow #Stocks Trend $ MSFT $ CAT $ INTC $ MRK $ DD $ BA $ CSCO $ AAPL $ IBM $ MCD $ JPM $ DIS $ UNH $ V $ HD $ TRV $ MMM $ AXP $ GS @http:// 12Stocks.com/dow";;@http;#Stocks;"847476139429842949";https://twitter.com/DozenStocks/status/847476139429842949
SweetPlatform;2017-03-30 15:28;0;0;"HD Top news - Mar 30th, 2017 $ HD http:// https:// goo.gl/pbtx1t";;;;"847470610338897920";https://twitter.com/SweetPlatform/status/847470610338897920
dragonilm;2017-03-30 14:57;0;0;"didn't he mentor quite a few jerks. Recall former CEO of $ HD was from GE, correct?";;;;"847462729161912320";https://twitter.com/dragonilm/status/847462729161912320
WUMoneyClub;2017-03-30 14:41;0;0;"3 Options Trades That Will Protect You From Harm: $ SPY $ SBUX $ HD - http:// investorplace.com/2017/03/option s-trades-covered-calls-puts-hd-sbux-spy/ …";;;;"847458866879004677";https://twitter.com/WUMoneyClub/status/847458866879004677
InvestorPlace;2017-03-30 14:37;0;0;"3 Options Trades That Will Protect You From Harm: $ SPY $ SBUX $ HD - http:// investorplace.com/2017/03/option s-trades-covered-calls-puts-hd-sbux-spy/ …";;;;"847457847482990592";https://twitter.com/InvestorPlace/status/847457847482990592
tjcowboyup;2017-03-30 14:24;0;0;"btfd $ HD";;;;"847454610163851264";https://twitter.com/tjcowboyup/status/847454610163851264
XMCapitalGroup;2017-03-30 14:04;0;1;"Strong participation from market leaders. $ AAPL $ AMZN $ GOOG $ MSFT $ FB all-time highs. $ SBUX $ HD strong. Should be an easy ride to $ SPX 2400.";;;;"847449414792695812";https://twitter.com/XMCapitalGroup/status/847449414792695812
whotrades;2017-03-30 13:45;0;0;"These are perfect fit for dividend lovers! http:// bit.ly/300317AMGN $ AMGN $ BAC $ QCOM $ LVS $ F $ HD pic.twitter.com/5cA5CLnxk9";;;;"847444708355825667";https://twitter.com/whotrades/status/847444708355825667
SPNewsAnalysis;2017-03-30 13:26;0;0;"Menta Capital LLC Buys 16,000 Shares of Home Depot Inc $ HD http:// ift.tt/2oca1hG";;;;"847439868594577408";https://twitter.com/SPNewsAnalysis/status/847439868594577408
SpotlightAmin;2017-03-30 13:24;0;0;"$MAR $ HD $ LOW $ RAI $ DIS $ EDU $ TAL $ PNRA r leading the Discretionary Sector Trading along 8 day ema";;;;"847439450644791296";https://twitter.com/SpotlightAmin/status/847439450644791296
SpotlightAmin;2017-03-30 13:23;0;0;"$MAR $ HD $ LOW $ RAI $ DIS $ EDU $ TAL $ PNRA r leading the Discretionary Sector Trading along 8 day ema";;;;"847439192175005700";https://twitter.com/SpotlightAmin/status/847439192175005700
ConsumerFeed;2017-03-30 13:23;0;0;"Integre Asset Management LLC Maintains Position in Home Depot Inc $ HD http:// zpr.io/P9tmX";;;;"847439181580091392";https://twitter.com/ConsumerFeed/status/847439181580091392
ConsumerFeed;2017-03-30 13:23;0;0;"Home Depot Inc $ HD Shares Sold by InterOcean Capital LLC http:// zpr.io/P9tmN";;;;"847439168733097985";https://twitter.com/ConsumerFeed/status/847439168733097985
WatchlistN;2017-03-30 13:23;0;0;"12,206 Shares in Home Depot Inc $ HD Acquired by Parallel Advisors LLC http:// zpr.io/P9tMc";;;;"847439086440927234";https://twitter.com/WatchlistN/status/847439086440927234
anuppandey;2017-03-30 13:00;1;0;"7 #Dividends That Have Doubled Quickly https://www. fool.com/investing/2017 /03/30/7-dividends-that-have-doubled-quickly.aspx?source=esafpbcs0040001 … @TMFUltraLong $ QCOM $ HD $ AMGN";;@TMFUltraLong;#Dividends;"847433443440943112";https://twitter.com/anuppandey/status/847433443440943112
TradeWithSuper;2017-03-30 12:56;0;0;"Benzinga: Some Highly Rated ETFs Prove Their Worth https:// benzinga.com/z/9233688 $ SCHX $ SPHQ $ BA $ HD $ MO";;;;"847432377085317121";https://twitter.com/TradeWithSuper/status/847432377085317121
