username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
SleekMoneycom;2017-08-19 23:02;0;0;"Home Depot, Inc. $ The $ HD Receives Buy Rating from UBS AG http:// ift.tt/2xeQPkq";;;;"899043879676239872";https://twitter.com/SleekMoneycom/status/899043879676239872
TalkMarkets;2017-08-19 21:50;0;1;"These Stocks Have Already Corrected, Which Are Next? $ QQQ $ AAPL $ IWM $ SPX $ VIX $ HD $ M https:// goo.gl/QBhB1K";;;;"899025736891219968";https://twitter.com/TalkMarkets/status/899025736891219968
SleekMoneycom;2017-08-19 21:37;0;0;"Perigon Wealth Management LLC Cuts Stake in Home Depot, Inc. $ The $ HD http:// ift.tt/2wkmnZC";;;;"899022448821231617";https://twitter.com/SleekMoneycom/status/899022448821231617
showtimelimonj;2017-08-19 21:32;0;0;"Please read buy hey small position in Home Depot if we get a selloff buy more /Home Depot: Sell-Off Play $ HD http://www. seekingalpha.com/article/4099163";;;;"899021308830285825";https://twitter.com/showtimelimonj/status/899021308830285825
SleekMoneycom;2017-08-19 20:47;0;0;"Quotient Investors LLC Holds Position in Home Depot, Inc. $ The $ HD http:// ift.tt/2wk7w1j";;;;"899009882199908353";https://twitter.com/SleekMoneycom/status/899009882199908353
SleekMoneycom;2017-08-19 18:17;0;0;"Wedbush Weighs in on Home Depot, Inc. $The’s Q3 2018 Earnings $ HD http:// ift.tt/2x0LYDX";;;;"898972219421806592";https://twitter.com/SleekMoneycom/status/898972219421806592
SleekMoneycom;2017-08-19 17:27;0;0;"Citigroup Inc. Reiterates “Buy” Rating for Home Depot, Inc. $ The $ HD http:// ift.tt/2uSvHDG";;;;"898959588132876288";https://twitter.com/SleekMoneycom/status/898959588132876288
stocknewstimes;2017-08-19 17:26;0;0;"Citigroup Inc. Reiterates “Buy” Rating for Home Depot, Inc. $ The $ HD http:// ift.tt/2uSvHDG";;;;"898959359245524992";https://twitter.com/stocknewstimes/status/898959359245524992
RedFebtober;2017-08-19 17:21;0;0;"@timseymour That'll take $ HD stock up https:// twitter.com/FoxBusiness/st atus/898957750473969664 …";;@timseymour;;"898958000395870209";https://twitter.com/RedFebtober/status/898958000395870209
emq_news;2017-08-19 17:03;0;0;"Quotient Investors LLC Maintains Position in Home Depot, Inc. $ The $ HD http:// ift.tt/2vSm0m0";;;;"898953571386916868";https://twitter.com/emq_news/status/898953571386916868
WatchlistN;2017-08-19 16:58;0;0;"Meyer Handelman Co. Has $33.54 Million Position in Home Depot, Inc. $ The $ HD http:// ift.tt/2wjLJqr";;;;"898952411334705152";https://twitter.com/WatchlistN/status/898952411334705152
WatchlistN;2017-08-19 16:58;0;0;"Home Depot, Inc. $ The $ HD Stake Held by Mitchell Mcleod Pugh & Williams Inc. http:// ift.tt/2xdUQFB";;;;"898952405550845953";https://twitter.com/WatchlistN/status/898952405550845953
TickerReport;2017-08-19 16:20;0;0;"Home Depot, Inc. $ The $ HD Shares Bought by Laurel Wealth Advisors Inc. http:// ift.tt/2x0GN6Y";;;;"898942703244914688";https://twitter.com/TickerReport/status/898942703244914688
TickerReport;2017-08-19 16:20;0;0;"Aviance Capital Management LLC Has $1.37 Million Stake in Home Depot, Inc. $ The $ HD http:// ift.tt/2x0TxdY";;;;"898942683036622849";https://twitter.com/TickerReport/status/898942683036622849
TickerReport;2017-08-19 16:20;0;0;"Seaward Management Limited Partnership Has $37.43 Million Position in Home Depot, Inc. $ The $ HD http:// ift.tt/2x0Snze";;;;"898942673968648192";https://twitter.com/TickerReport/status/898942673968648192
WatchlistN;2017-08-19 16:17;0;0;"Aua Capital Management LLC Has $334,000 Position in Home Depot, Inc. $ The $ HD http:// ift.tt/2vNUqIo";;;;"898942111701241856";https://twitter.com/WatchlistN/status/898942111701241856
TickerReport;2017-08-19 16:16;0;0;"Home Depot, Inc. $ The $ HD Shares Bought by Laurel Wealth Advisors Inc. http:// ift.tt/2x0WdIH";;;;"898941857702563840";https://twitter.com/TickerReport/status/898941857702563840
TickerReport;2017-08-19 16:16;0;0;"Aviance Capital Management LLC Has $1.37 Million Stake in Home Depot, Inc. $ The $ HD http:// ift.tt/2x0YEKW";;;;"898941819819634690";https://twitter.com/TickerReport/status/898941819819634690
TickerReport;2017-08-19 16:16;0;0;"Seaward Management Limited Partnership Has $37.43 Million Position in Home Depot, Inc. $ The $ HD http:// ift.tt/2x0GetS";;;;"898941805223448579";https://twitter.com/TickerReport/status/898941805223448579
MarcoMNYC;2017-08-19 16:06;1;2;"An example of how tight the housing market is. Windsor, Connecticut. $ HD $ DHI $ KBH pic.twitter.com/GOEjv58hA5";;;;"898939243371876352";https://twitter.com/MarcoMNYC/status/898939243371876352
TGNY2000;2017-08-19 14:20;0;1;"Oh it's showtime. The scripts have been handed out. The protesters paid and outfitted from $ HD . Places everyone...";;;;"898912464997416960";https://twitter.com/TGNY2000/status/898912464997416960
OlympiaReport;2017-08-19 13:46;0;0;"Home Depot, Inc. $ The $ HD Upgraded at Raymond James Financial, Inc. http:// ift.tt/2x0g6zn";;;;"898903878825103360";https://twitter.com/OlympiaReport/status/898903878825103360
SPNewsAnalysis;2017-08-19 13:42;0;0;"Credit Suisse Group Reiterates $171.00 Price Target for Home Depot, Inc. $ The $ HD http:// ift.tt/2vSj9cK";;;;"898903106100113410";https://twitter.com/SPNewsAnalysis/status/898903106100113410
storminvestor;2017-08-19 13:39;0;0;"Credit Suisse Group Reiterates $171.00 Price Target for Home Depot, Inc. $ The $ HD http:// ift.tt/2x0jlH0";;;;"898902222112772097";https://twitter.com/storminvestor/status/898902222112772097
MarcoMNYC;2017-08-19 12:10;1;8;"Important to note here that $ HD also uses automated check out kiosks. Technology allows co's to use people in more value added positions. https:// twitter.com/fedporn/status /898876540494241792 …";;;;"898879810377666560";https://twitter.com/MarcoMNYC/status/898879810377666560
VistaPResearch;2017-08-19 11:03;1;2;"@romancebooks5 Thanks for follow! #saturdaymorning See Vista Partners #InvestingForLife #Dow30 http://www. vistapglobal.com $ AAPL $ BA $ MCD $ HD $ V pic.twitter.com/vAoTrBBnZe";;@romancebooks5;#saturdaymorning #InvestingForLife #Dow30;"898862933265993729";https://twitter.com/VistaPResearch/status/898862933265993729
ConsumerFeed;2017-08-19 10:05;0;0;"Home Depot, Inc. $ The $ HD Given a $178.00 Price Target at Oppenheimer Holdings, Inc. http:// ift.tt/2vMOPSo";;;;"898848451403825152";https://twitter.com/ConsumerFeed/status/898848451403825152
storminvestor;2017-08-19 10:01;0;0;"Robert W. Baird Analysts Give Home Depot, Inc. $ The $ HD a $175.00 Price Target http:// ift.tt/2wqvmry";;;;"898847312855707648";https://twitter.com/storminvestor/status/898847312855707648
DozenStocks;2017-08-19 10:00;0;0;"Weekly Dow #Stocks Trend $ DD $ MSFT $ CAT $ INTC $ MRK $ BA $ CSCO $ AAPL $ IBM $ JPM $ MCD $ UNH $ DIS $ V $ HD $ TRV $ AXP @http:// 12Stocks.com/dow";;@http;#Stocks;"898847224137867264";https://twitter.com/DozenStocks/status/898847224137867264
SwingTradeBot;2017-08-19 10:00;0;0;"$ HD technical alerts: MACD Bearish Signal Line Cross and MACD Bearish Centerline Cross https:// swingtradebot.com/equities/HD";;;;"898847094907183104";https://twitter.com/SwingTradeBot/status/898847094907183104
OlympiaReport;2017-08-19 09:50;0;0;"BTIG Research Reiterates Buy Rating for Home Depot, Inc. $ The $ HD http:// ift.tt/2v0KZSO";;;;"898844613267542017";https://twitter.com/OlympiaReport/status/898844613267542017
AlpacaAlerts;2017-08-19 04:39;0;0;"$ HD is in Dumpling Top Pattern winning 100.00% in the past. https:// goo.gl/vbUrFY";;;;"898766224728793090";https://twitter.com/AlpacaAlerts/status/898766224728793090
finzine;2017-08-19 03:52;0;0;"$ HD Home Depot, Honeywell, and Coach Get the Nod http:// finance.yahoo.com/r/dc9c7955-7f7 8-3e37-9f11-7aaec7a3180f/home-depot-honeywell-and-coach-get-the-nod-1503113668 …";;;;"898754643987058688";https://twitter.com/finzine/status/898754643987058688
dailymailtimes;2017-08-19 02:35;0;0;"Ann Marie Campbell Sells 10,717 Shares of Home Depot, Inc. $ The $ HD Stock http:// ift.tt/2wiGqrs";;;;"898735118021345280";https://twitter.com/dailymailtimes/status/898735118021345280
RatingsNetwork;2017-08-19 02:11;0;0;"Home Depot, Inc. (The)'s buy rating reiterated at UBS AG. $175.00 PT. http:// ift.tt/2idiBLi $ HD #HD";;;#HD;"898729016718483458";https://twitter.com/RatingsNetwork/status/898729016718483458
ConsumerFeed;2017-08-19 02:00;0;0;"Home Depot, Inc. (The)'s buy rating reiterated at UBS AG. $175.00 PT. http:// ift.tt/2idiBLi $ HD #HD";;;#HD;"898726415176056836";https://twitter.com/ConsumerFeed/status/898726415176056836
OptionsMaxPain;2017-08-19 01:59;0;0;"#Options #maxpain chart for $ HD . Free options app http://www. mystockstation.com / pic.twitter.com/vrU6D2qYCO";;;#Options #maxpain;"898725971741855744";https://twitter.com/OptionsMaxPain/status/898725971741855744
AmericanBanking;2017-08-19 01:58;0;0;"Home Depot, Inc. (The)'s buy rating reiterated at UBS AG. $175.00 PT. http:// ift.tt/2idiBLi $ HD #HD";;;#HD;"898725789079752704";https://twitter.com/AmericanBanking/status/898725789079752704
OptionsProOI;2017-08-19 01:45;0;0;"$ HD #Options OI chart. Free stocks app http://www. mystockstation.com / pic.twitter.com/imKlJk9GjD";;;#Options;"898722447075270656";https://twitter.com/OptionsProOI/status/898722447075270656
deepxdive;2017-08-19 01:32;0;0;"$ HD The Home Depot, Inc. – Value Analysis (NYSE HD) August 19, 2017 https:// online.capitalcube.com/#!/stock/US/ex change/HD/investment-analysis … pic.twitter.com/r3n13WgVVX";;;#;"898719280350588930";https://twitter.com/deepxdive/status/898719280350588930
ExactOptionPick;2017-08-19 01:30;0;0;"ACTIVE TRADERS Try one of these FREE trading guides: http:// ow.ly/NRLM30eniFA $ NFLX $ TSLA $ AAPL $ HD $ GS $ FB $ AMZN $ GOOGL $ NVDA";;;;"898718706859212801";https://twitter.com/ExactOptionPick/status/898718706859212801
storminvestor;2017-08-19 01:23;0;0;"Equities Analysts Offer Predictions for Home Depot, Inc. $The’s Q3 2018 Earnings $ HD http:// ift.tt/2wZfCcG";;;;"898716986011557889";https://twitter.com/storminvestor/status/898716986011557889
SPNewsAnalysis;2017-08-19 01:22;0;0;"Equities Analysts Offer Predictions for Home Depot, Inc. $The’s Q3 2018 Earnings $ HD http:// ift.tt/2va858P";;;;"898716693769224193";https://twitter.com/SPNewsAnalysis/status/898716693769224193
ConsumerFeed;2017-08-19 00:30;0;0;"Home Depot, Inc. $ The $ HD Forecasted to Earn Q3 2018 Earnings of $1.81 Per Share http:// ift.tt/2uZKHvo";;;;"898703735429500928";https://twitter.com/ConsumerFeed/status/898703735429500928
dakotafinancial;2017-08-19 00:29;0;0;"Home Depot, Inc. $ The $ HD Forecasted to Earn Q3 2018 Earnings of $1.81 Per Share http:// ift.tt/2uZKHvo";;;;"898703484286943232";https://twitter.com/dakotafinancial/status/898703484286943232
chaffeybreeze;2017-08-19 00:29;0;0;"Home Depot, Inc. $ The $ HD Forecasted to Earn Q3 2018 Earnings of $1.81 Per Share http:// ift.tt/2waQNgy";;;;"898703437377839104";https://twitter.com/chaffeybreeze/status/898703437377839104
IRAMarketReport;2017-08-19 00:29;0;0;"Home Depot, Inc. $ The $ HD Forecasted to Earn Q3 2018 Earnings of $1.81 Per Share http:// ift.tt/2waQNgy";;;;"898703386568163329";https://twitter.com/IRAMarketReport/status/898703386568163329
