username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
finzine;2017-06-28 17:12;0;0;"$ HD What Do Short Sellers Know About Home Depot? https:// finance.yahoo.com/news/short-sel lers-know-home-depot-140245119.html …";;;;"880111743216832514";https://twitter.com/finzine/status/880111743216832514
stockbard;2017-06-28 16:49;0;0;"$ INN $ BORN $ FOR $ MEN $ TOO $ HD";;;;"880105939990433792";https://twitter.com/stockbard/status/880105939990433792
EZProbTrade;2017-06-28 16:34;0;0;"STO $ HD 7 Jul 17 150.00P 0.45c";;;;"880102230149541888";https://twitter.com/EZProbTrade/status/880102230149541888
Ryandaniel78;2017-06-28 15:56;0;0;"$ HD hod, during quiet hours";;;;"880092526006415360";https://twitter.com/Ryandaniel78/status/880092526006415360
sfef84;2017-06-28 15:37;0;1;"dont forget Home Depot $ HD";;;;"880087736904032256";https://twitter.com/sfef84/status/880087736904032256
ConfluenceCptl;2017-06-28 15:31;0;0;"Top 10 holdings of $ XLY : only $ MCD remains in an uptrend. $ AMZN $ CMCSA $ HD $ DIS $ PCLN $ SBUX $ TWX $ CHTR $ NKE pic.twitter.com/rax6oSc5am";;;;"880086176069275648";https://twitter.com/ConfluenceCptl/status/880086176069275648
SweetPlatform;2017-06-28 15:25;0;0;"HD Top news - Jun 28th, 2017 $ HD http:// https:// goo.gl/bmQfgJ";;;;"880084832482500608";https://twitter.com/SweetPlatform/status/880084832482500608
StockNewsWires;2017-06-28 15:05;0;0;"$ HD : Here Are The Most Ridiculous Corporate Lawsuits: http://www. StockNewsWires.com/hd-here-are-th e-most-ridiculous-corporate-lawsuits/ …";;;;"880079619650600960";https://twitter.com/StockNewsWires/status/880079619650600960
TradeWithSuper;2017-06-28 14:22;0;0;"Benzinga: What Do Short Sellers Know About Home Depot? https:// benzinga.com/z/9660850 $ HD $ LOW $ TSCO";;;;"880068868336738308";https://twitter.com/TradeWithSuper/status/880068868336738308
Benzinga;2017-06-28 14:22;0;0;"What Do Short Sellers Know About Home Depot? https:// benzinga.com/z/9660850 $ HD $ LOW $ TSCO";;;;"880068771192356866";https://twitter.com/Benzinga/status/880068771192356866
