username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ProTradersNews;2017-07-05 23:45;0;0;"$ ORLY $ AAP $ AZO $ LOW $ HD : Cramer: These 10 Sectors Make Up for Letdown in Autos, Retail: http://www. StockNewsWires.com/orly-aap-azo-l ow-hd-cramer-these-10-sectors-make-up-for-letdown-in-autos-retail/ …";;;;"882747174525689856";https://twitter.com/ProTradersNews/status/882747174525689856
finzine;2017-07-05 23:21;0;0;"$ HD Market seems unfazed by plunges in autos, retail https:// finance.yahoo.com/video/market-s eems-unfazed-plunges-autos-231300238.html …";;;;"882741372465410048";https://twitter.com/finzine/status/882741372465410048
stockbard;2017-07-05 22:49;0;0;"$ IM $ MS $ STAR $ BWA ! $ HE $ YELP $ MR $ HD $ OUT $ A $ STAR";;;;"882733252410298368";https://twitter.com/stockbard/status/882733252410298368
newswelldone;2017-07-05 20:38;0;0;"$ XPO $ HD $ WMT : How to Deal With Doubters, According to One Fortune 500 CEO: http://www. StockNewsWires.com/xpo-hd-wmt-how -to-deal-with-doubters-according-to-one-fortune-500-ceo/ …";;;;"882700177894555648";https://twitter.com/newswelldone/status/882700177894555648
MITickWatcher;2017-07-05 20:05;0;1;"Top #moneyflow for #sp500 today $ C $ NVDA $ MSFT $ INTC $ AMZN $ OKE $ HD $ AMGN $ CTL $ GOOG ... https:// appsto.re/i6hH3LG";;;#moneyflow #sp500;"882691824288231437";https://twitter.com/MITickWatcher/status/882691824288231437
DozenStocks;2017-07-05 19:58;0;0;"Dow #Stocks Trend $ MSFT $ CAT $ INTC $ MRK $ DD $ BA $ CSCO $ AAPL $ IBM $ MCD $ JPM $ DIS $ UNH $ V $ HD $ TRV $ MMM $ AXP $ GS @http:// 12Stocks.com/dow";;@http;#Stocks;"882690181148618753";https://twitter.com/DozenStocks/status/882690181148618753
AmericanBanking;2017-07-05 19:35;0;0;"Recent Investment Analysts’ Ratings Updates for Home Depot, Inc. $ The $ HD http:// ift.tt/2tqL56i";;;;"882684416509829120";https://twitter.com/AmericanBanking/status/882684416509829120
ConsumerFeed;2017-07-05 19:33;0;0;"Recent Investment Analysts’ Ratings Updates for Home Depot, Inc. $ The $ HD http:// ift.tt/2uKTRLY #acn";;;#acn;"882683996341227520";https://twitter.com/ConsumerFeed/status/882683996341227520
WatchlistN;2017-07-05 19:30;0;0;"Recent Investment Analysts’ Ratings Updates for Home Depot, Inc. $ The $ HD http:// ift.tt/2ur02oS";;;;"882683152250142720";https://twitter.com/WatchlistN/status/882683152250142720
intercooleronli;2017-07-05 19:29;0;0;"Recent Investment Analysts’ Ratings Updates for Home Depot, Inc. $ The $ HD http:// ift.tt/2uKTRLY";;;;"882682942581067779";https://twitter.com/intercooleronli/status/882682942581067779
