username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
kapunikun;2016-09-02 23:20;0;0;"http:// dataunion.info/index.php/Trav elers-Companies-Inc--nyse-TRV-correlation-histogram … $ TRV Travelers Companies #bigdata Correlation Histogram Share Database Information is provid";;;#bigdata;"771850295538176000";https://twitter.com/kapunikun/status/771850295538176000
dailypoliticaln;2016-09-02 19:06;0;0;"The Travelers Cos. $ TRV Sets New 12-Month High at $119.32 http:// ift.tt/2bKStCn";;;;"771786349443739648";https://twitter.com/dailypoliticaln/status/771786349443739648
dailypoliticaln;2016-09-02 17:06;0;0;"The Travelers Cos. $ TRV Position Held by AT Bancorp http:// ift.tt/2c7uqhL";;;;"771756160982671360";https://twitter.com/dailypoliticaln/status/771756160982671360
bfsi_ibb;2016-09-02 15:28;0;0;"#TheTravelers You can now buy airline tickets with monthly payments. Read more: http:// owler.us/abxFBQ $ TRV";;;#TheTravelers;"771731650489221120";https://twitter.com/bfsi_ibb/status/771731650489221120
bfsi_mli;2016-09-02 15:28;0;0;"#TheTravelers You can now buy airline tickets with monthly payments. Read more: http:// owler.us/abxFC6 $ TRV";;;#TheTravelers;"771731495358562304";https://twitter.com/bfsi_mli/status/771731495358562304
bfsi_lhi;2016-09-02 15:28;0;0;"#TheTravelers You can now buy airline tickets with monthly payments. Read more: http:// owler.us/abxFCr $ TRV";;;#TheTravelers;"771731494909861888";https://twitter.com/bfsi_lhi/status/771731494909861888
bfsi_ib;2016-09-02 15:28;0;0;"#TheTravelers You can now buy airline tickets with monthly payments. Read more: http:// owler.us/abxFCG $ TRV";;;#TheTravelers;"771731494897192960";https://twitter.com/bfsi_ib/status/771731494897192960
WKRBNews;2016-09-02 13:43;0;0;"The Travelers Cos. $ TRV Vice Chairman William H. Heyman Sells 4,246 Shares of Stock http:// ift.tt/2cvI1l5";;;;"771705149857357824";https://twitter.com/WKRBNews/status/771705149857357824
WKRBNews;2016-09-02 13:43;0;0;"Oak Associates Ltd. OH Boosts Position in The Travelers Cos. $ TRV http:// ift.tt/2bVHy6k";;;;"771705089191010304";https://twitter.com/WKRBNews/status/771705089191010304
StockWebTrading;2016-09-02 12:57;0;0;"$ BK $ C $ CAT $ DD $ DHR $ DE $ BAC $ TRV $ HD Trade long and short from the #NYSE , up to 62% on average. http://www. stocktradedow.com/Results.html $ DIA $ SPY $ DJIA";;;#NYSE;"771693643602231296";https://twitter.com/StockWebTrading/status/771693643602231296
AlephBlog;2016-09-02 12:21;0;0;"32 great insurance jokes http://www. propertycasualty360.com/2015/06/17/32- great-insurance-jokes?slreturn=1472760473&page_all=1#… ! More than half of them were funny $$ $ AIZ $ PGR $ ALL $ BRK.B $ MET $ PRU $ PFG $ RGA $ TRV $ MKL";;;#;"771684483326054400";https://twitter.com/AlephBlog/status/771684483326054400
randomdevtest13;2016-09-02 12:01;0;0;"Travelers Is on Track for a Breakout $ TRV http:// dlvr.it/M9ZQL1 pic.twitter.com/2fNCDxqp1X";;;;"771679504162881536";https://twitter.com/randomdevtest13/status/771679504162881536
WKRBNews;2016-09-02 09:49;0;0;"The Travelers Cos. $ TRV Vice Chairman Sells $687,144.48 in Stock http:// ift.tt/2c9MWEA";;;;"771646168338083840";https://twitter.com/WKRBNews/status/771646168338083840
bfsi_ibb;2016-09-02 09:15;0;0;"Zacks Investment Research Upgrades #TheTravelers Cos. to "Hold". Read more: http:// owler.us/abxvLa $ TRV";;;#TheTravelers;"771637578260844544";https://twitter.com/bfsi_ibb/status/771637578260844544
bfsi_mli;2016-09-02 09:14;0;0;"Zacks Investment Research Upgrades #TheTravelers Cos. to "Hold". Read more: http:// owler.us/abxvLo $ TRV";;;#TheTravelers;"771637422681501696";https://twitter.com/bfsi_mli/status/771637422681501696
bfsi_lhi;2016-09-02 09:14;0;0;"Zacks Investment Research Upgrades #TheTravelers Cos. to "Hold". Read more: http:// owler.us/abxvLj $ TRV";;;#TheTravelers;"771637422652215296";https://twitter.com/bfsi_lhi/status/771637422652215296
bfsi_ib;2016-09-02 09:14;0;0;"Zacks Investment Research Upgrades #TheTravelers Cos. to "Hold". Read more: http:// owler.us/abxvLl $ TRV";;;#TheTravelers;"771637422606000128";https://twitter.com/bfsi_ib/status/771637422606000128
WKRBNews;2016-09-02 07:33;0;0;"Zacks Investment Research Upgrades The Travelers Cos. $ TRV to “Hold” http:// ift.tt/2cvaozP";;;;"771612000921104384";https://twitter.com/WKRBNews/status/771612000921104384
Top_Dow_Stocks;2016-09-02 07:23;0;0;"#Dow #stocks $ TRV Travelers Companies Daily:-0.30% Weekly:0.51% YTD:6.07% Trend:45 / 100 http:// 12Stocks.com/TRV";;;#Dow #stocks;"771609471646769152";https://twitter.com/Top_Dow_Stocks/status/771609471646769152
dailypoliticaln;2016-09-02 06:28;0;0;"The Travelers Cos. $ TRV to Issue Quarterly Dividend of $0.67 on September 30th http:// ift.tt/2bH4hau";;;;"771595547979288576";https://twitter.com/dailypoliticaln/status/771595547979288576
StockWebTrading;2016-09-02 02:54;0;0;"$ BK $ C $ CAT $ DD $ DHR $ DE $ BAC $ TRV $ HAL Trade long and short from the #NYSE , up to 62% on average. http://www. stocktradedow.com/Results.html $ DIA $ SPY $ DJIA";;;#NYSE;"771541717669384192";https://twitter.com/StockWebTrading/status/771541717669384192
