username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
AmWealthProject;2017-06-29 23:25;0;3;"I'm waiting for an opportunity in a few names, $ PCLN , $ HD , $ V , $ SHW , $ FDX , $ MMM , $ MO , and $ AMZN to name a few!";;;;"880567931729453056";https://twitter.com/AmWealthProject/status/880567931729453056
ProVesting;2017-06-29 23:05;0;0;"$ HD : Home Depot: It May Be Time to Shift Your Stance: http://www. StockNewsWires.com/hd-home-depot- it-may-be-time-to-shift-your-stance/ …";;;;"880562795183448064";https://twitter.com/ProVesting/status/880562795183448064
hard6out;2017-06-29 22:54;0;0;"The Real Estate Tsunami Has A Wake https:// seekingalpha.com/article/408476 1-real-estate-tsunami-wake?source=tweet … $ BAC $ DHI $ DIA $ HD $ IYR $ JPM $ KBH $ LEN $ PHM $ SPY $ TOL $ XHB";;;;"880560103564300288";https://twitter.com/hard6out/status/880560103564300288
jchalanick;2017-06-29 22:39;0;0;"Guy, it's time to go down to $ HD and update that kitchen!! Granite counter tops and new cabinets. https:// twitter.com/CNBCFastMoney/ status/880549171757031428 …";;;;"880556410743947265";https://twitter.com/jchalanick/status/880556410743947265
cpowerfitness;2017-06-29 20:15;0;0;"Come on @BillAckman1 tweet, tweet, tweet, twiddilydeet! Talk to me about $ PLYPL $ HD $ UA $ ILG $ AAPL and $ GOOGL ... might as well throw in $ V";;@BillAckman1;;"880520043016204288";https://twitter.com/cpowerfitness/status/880520043016204288
OpenOutcrier;2017-06-29 20:03;2;2;"RECAP 6/29 Unusual Calls: $ SWM $ SCSS $ EBAY $ ABBV $ MKC $ NFX $ RRC $ HD $ VLO $ CRM";;;;"880517037637894146";https://twitter.com/OpenOutcrier/status/880517037637894146
finzine;2017-06-29 19:56;0;0;"$ HD Home Depot: It May Be Time to Shift Your Stance http:// finance.yahoo.com/r/3103368e-71e 1-33cf-9d68-f233e1887718/home-depot-it-may-be-time-shift-your-stance?puc=yahoo&cm_ven=YAHOO …";;;;"880515333374738432";https://twitter.com/finzine/status/880515333374738432
MBAbstract;2017-06-29 19:53;0;0;"Is Home Depot Inc. a Buy? @themotleyfool #stocks $ LOW , $ HD https://www. fool.com/investing/2017 /06/29/is-home-depot-inc-a-buy.aspx …";;@themotleyfool;#stocks;"880514468567859204";https://twitter.com/MBAbstract/status/880514468567859204
stockbard;2017-06-29 19:49;0;0;"$ I $ STAY $ HD $ BWA ! $ HE $ STAY $ RAD";;;;"880513627308085248";https://twitter.com/stockbard/status/880513627308085248
whotrades;2017-06-29 18:30;0;0;"Is Home Depot Inc. a Buy? http:// bit.ly/290617LOW $ LOW $ HD";;;;"880493812799475719";https://twitter.com/whotrades/status/880493812799475719
ITRADEVOL;2017-06-29 18:19;0;0;"$ DIA Top 10 Holdings Weight is 53.02% $ GS $ MMM $ BA $ IBM $ UNH $ HD $ AAPL $ MCD $ JNJ $ TRV https:// marketchameleon.com/Overview/DIA/E TFProfile/ …";;;;"880491040444211200";https://twitter.com/ITRADEVOL/status/880491040444211200
accuratestimate;2017-06-29 17:51;0;0;"Home Depot: Last Chance To Ride The Wave https:// seekingalpha.com/article/408482 7-home-depot-last-chance-ride-wave?source=tweet … $ HD";;;;"880483769894838272";https://twitter.com/accuratestimate/status/880483769894838272
TrustedStocks;2017-06-29 17:39;0;0;"ALERT: New Social signal created on $ HD - Buy at 151.87 - Time: 17:39 - Strength: 7. Powered by http:// t.trustedmarkets.com/s2";;;;"880480920259710981";https://twitter.com/TrustedStocks/status/880480920259710981
wlstcom;2017-06-29 17:32;0;0;"Is Home Depot Inc. a Buy? -- The Motley Fool #stocks #usmf -consumer-goods $ LOW $ HD #wlst https://www. fool.com/investing/2017 /06/29/is-home-depot-inc-a-buy.aspx … pic.twitter.com/FYHmm6OYRT";;;#stocks #usmf #wlst;"880479068189282305";https://twitter.com/wlstcom/status/880479068189282305
TMFSigma;2017-06-29 17:32;0;1;"It's not too late to buy Home Depot @themotleyfool #stocks $ LOW , $ HD on @themotleyfool https://www. fool.com/investing/2017 /06/29/is-home-depot-inc-a-buy.aspx … pic.twitter.com/vkxCCGS3np";;@themotleyfool @themotleyfool;#stocks;"880479060987707392";https://twitter.com/TMFSigma/status/880479060987707392
