username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
stockhoot;2017-08-25 23:18;0;0;"$ HD - Do you like these recommendations from Evan Earle https:// stockhoot.com/ExtAnalyst.asp x?id=3355da80-02eb-4f63-860b-63bc5563d199&srid=214dbe46-a0fd-47bf-a62d-73c0be1e515a&from=StockTwits …";;;;"901222312070057984";https://twitter.com/stockhoot/status/901222312070057984
DozenStocks;2017-08-25 23:00;0;0;"Dow #Stocks Trend $ MSFT $ CAT $ INTC $ MRK $ DD $ BA $ CSCO $ AAPL $ IBM $ MCD $ JPM $ DIS $ UNH $ V $ HD $ TRV $ MMM $ AXP $ GS @http:// 12Stocks.com/dow";;@http;#Stocks;"901217852308377600";https://twitter.com/DozenStocks/status/901217852308377600
Robostocks123;2017-08-25 21:41;0;0;"Why can't $ amzn buy Harbor Freight next & bomb prices to kill $ hd $ low . Then $ wen & bomb prices. @ftc needs chg definition monopoly power";;@ftc;;"901197967033499649";https://twitter.com/Robostocks123/status/901197967033499649
Flower_Power_67;2017-08-25 21:38;0;0;"#FastMoneyEspresso FINAL TRADES: Tim Seymour —> buy $ ECH Brian Kelly —> buy $ TBT David Seaburg —> buy $ HD Steve Grasso —> buy $ CAR pic.twitter.com/qAuyO0FEwp";;;#FastMoneyEspresso;"901197218358669312";https://twitter.com/Flower_Power_67/status/901197218358669312
gurufocus;2017-08-25 21:10;1;1;"Dow Jones closes at 21,813.67 http://www. gurufocus.com/news/558400 $ HD $ TRV pic.twitter.com/eVm6OYRfPt";;;;"901190137710817281";https://twitter.com/gurufocus/status/901190137710817281
JorelLaraKalel;2017-08-25 20:45;1;0;"Hurricane-related gains for HD, LOW, TSCO and GNRC $ HD $ LOW $ TSCO $ GNRC http:// bit.ly/2voiz5y pic.twitter.com/cFgELr30C9";;;;"901183874285416453";https://twitter.com/JorelLaraKalel/status/901183874285416453
MarketChmln;2017-08-25 20:35;0;0;"Largest $Notional Sell On Close Order Imbalances $ JPM $ WFC $ C $ DAL $ BMY $ GE $ VZ $ MRK $ HD $ SLB http:// tinyurl.com/y8jo8mjb";;;;"901181193906946049";https://twitter.com/MarketChmln/status/901181193906946049
esbolsa;2017-08-25 20:27;0;0;"#WallStreet : #DowJones +0.14% en 21,813.67, #SP500 +0.17% en 2,443.05 y #Nasdaq -0.09%. Mejor valor: $ HD +0.94% Peor valor: $ BA -1.19%";;;#WallStreet #DowJones #SP500 #Nasdaq;"901179165705203712";https://twitter.com/esbolsa/status/901179165705203712
finzine;2017-08-25 20:20;0;0;"$ HD Catch Lowe's on the Down https:// finance.yahoo.com/news/catch-low es-down-171139768.html …";;;;"901177521667964929";https://twitter.com/finzine/status/901177521667964929
MarieSm76375904;2017-08-25 19:50;0;0;"Zwj Investment Counsel Has Boosted By $609,432 Its Home Depot $ HD Stake https:// heraldks.com/zwj-investment -counsel-has-boosted-by-609432-its-home-depot-hd-stake-parnassus-investments-has-cut-wd-wdfc-holding-by-805388/ …";;;;"901169883290980353";https://twitter.com/MarieSm76375904/status/901169883290980353
EXPstocktrader;2017-08-25 19:37;0;0;"$ HD $147-$148 reversal going into hurricane season";;;;"901166720135516160";https://twitter.com/EXPstocktrader/status/901166720135516160
