username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
MarketRealist;2016-12-19 23:10;0;0;"Why Investors Are Liking Home Depot http://marketrealist.com?p=1812697 marketrealist.com/?p=1812697 $ HD $ LOW $ WSM $ BBBY";;;;"810985674048499712";https://twitter.com/MarketRealist/status/810985674048499712
SPNewsAnalysis;2016-12-19 23:09;0;0;"Boys Arnold & Co. Inc. Raises Position in The Home Depot Inc. $ HD http:// ift.tt/2h5q12e";;;;"810985416325300225";https://twitter.com/SPNewsAnalysis/status/810985416325300225
WatchlistN;2016-12-19 23:09;0;0;"The Home Depot Inc. $ HD Stake Decreased by Jones Collombin Investment Counsel Inc http:// zpr.io/PGye2";;;;"810985336121786368";https://twitter.com/WatchlistN/status/810985336121786368
TV_TradingIdeas;2016-12-19 22:59;0;0;"HD covered call? $ HD http://www. tradingview.com/chart/HD/pji0H UD4-HD-covered-call/ …";;;;"810982902804541444";https://twitter.com/TV_TradingIdeas/status/810982902804541444
newsomenuggets;2016-12-19 22:59;0;0;"$ HD chart: HD covered call?. http://www. tradingview.com/chart/HD/pji0H UD4-HD-covered-call/ …";;;;"810982902716469248";https://twitter.com/newsomenuggets/status/810982902716469248
finzine;2016-12-19 22:58;0;0;"$ HD How Much Upside Is Left in Home Depot Stock? http:// marketrealist.com/2016/12/how-mu ch-upside-is-left-in-home-depot-stock/ …";;;;"810982662588526592";https://twitter.com/finzine/status/810982662588526592
stockbard;2016-12-19 22:19;0;0;"$ TEN $ ADS $ AGO $ MMM ! $ I $ AM $ MS $ HD $ HE $ PAY $ HOT";;;;"810972861682880512";https://twitter.com/stockbard/status/810972861682880512
TradingSidekick;2016-12-19 22:15;0;0;"Consumer discretionary stocks perform well seasonally. Check out this #tradeIdea in $ HD Home Depot. Get our iOS app: http:// apple.co/2cD6zps pic.twitter.com/AB4THsTD5o";;;#tradeIdea;"810971950436777984";https://twitter.com/TradingSidekick/status/810971950436777984
mbp212016;2016-12-19 21:32;0;0;"SWN Tick See Here ---> http:// dlvr.it/MwS14p $ SWN $ AKAO $ HD #finance";;;#finance;"810960930443956225";https://twitter.com/mbp212016/status/810960930443956225
bn201612;2016-12-19 21:00;0;0;"HD Prev Close See Here ---> http:// dlvr.it/MwRVcy $ HD $ LVS $ OKE #nasdaq";;;#nasdaq;"810952853355302912";https://twitter.com/bn201612/status/810952853355302912
MehmetFDicle;2016-12-19 20:33;2;2;"Another week with iron condors: $ SPY $ HD $ AMZN";;;;"810946113331200000";https://twitter.com/MehmetFDicle/status/810946113331200000
finzine;2016-12-19 19:04;0;0;"$ HD Top Research Reports for JPMorgan, Intel & Home Depot http:// finance.yahoo.com/news/top-resea rch-reports-jpmorgan-intel-165104572.html …";;;;"810923661725204480";https://twitter.com/finzine/status/810923661725204480
AlexBo6;2016-12-19 17:41;1;0;"for 2017 left in 401K $ GSK $ BAX , $ ADM , $ CHRS , $ AWK , $ ABT , $ MRK , $ HD #drips works $";;;#drips;"810903008502542337";https://twitter.com/AlexBo6/status/810903008502542337
SleekMoneycom;2016-12-19 17:39;0;0;"Alleghany Corp DE Has $32,814,000 Stake in The Home Depot Inc. $ HD http:// ift.tt/2hMoifm";;;;"810902329776111616";https://twitter.com/SleekMoneycom/status/810902329776111616
market_multiple;2016-12-19 17:34;0;0;"http:// buff.ly/2gNXtVT Our Valuations are updated through November for all stocks. $ DIS $ HD $ SBUX $ JWN $ M $ TGT $ CVS $ WMT $ AGN $ GILD $ BMY";;;;"810901012630401024";https://twitter.com/market_multiple/status/810901012630401024
intercooleronli;2016-12-19 17:05;0;0;"The Home Depot Inc. $ HD Given “Neutral” Rating at Wedbush http:// zpr.io/PGAMs";;;;"810893802382696449";https://twitter.com/intercooleronli/status/810893802382696449
DozenStocks;2016-12-19 16:50;0;0;"Dow #Stocks Trend $ UTX $ DIS $ VZ $ BA $ AAPL $ GE $ TRV $ DD $ MSFT $ MCD $ CVX $ UNH $ MMM $ XOM $ HD $ IBM $ JPM $ GS $ AXP @http:// 12Stocks.com/dow";;@http;#Stocks;"810890114414956544";https://twitter.com/DozenStocks/status/810890114414956544
QuantchaIdeas;2016-12-19 16:10;0;0;"Price Target Alert: Trading the Zacks price target change for HOME DEPOT $ HD http:// ideas.quantcha.com/2016/12/19/pri ce-target-alert-trading-the-zacks-price-target-change-for-home-depot-hd/ … pic.twitter.com/uRBbugMIpF";;;;"810880046562951169";https://twitter.com/QuantchaIdeas/status/810880046562951169
SweetPlatform;2016-12-19 15:52;1;0;"HD Top news - Dec 19th, 2016 $ HD http:// https:// goo.gl/FpKLGs";;;;"810875498649755648";https://twitter.com/SweetPlatform/status/810875498649755648
ConsumerFeed;2016-12-19 15:33;0;0;"Jennison Associates LLC Has $838,610,000 Position in The Home Depot Inc. $ HD http:// zpr.io/PGhcf";;;;"810870726660132868";https://twitter.com/ConsumerFeed/status/810870726660132868
AtlBizChron;2016-12-19 14:35;2;1;"Home Depot employees fired for following shoplifter who stole $994 worth of tools $ HD http:// bizj.us/1ozl5c";;;;"810856197859508224";https://twitter.com/AtlBizChron/status/810856197859508224
SwingTradeBot;2016-12-19 14:04;0;0;"Recent $ HD technical alerts: Slingshot Bullish... http:// swingtradebot.com/equities/HD";;;;"810848157219389441";https://twitter.com/SwingTradeBot/status/810848157219389441
WKRBNews;2016-12-19 13:17;0;0;"Jennison Associates LLC Has $838,610,000 Position in The Home Depot Inc. $ HD http:// ift.tt/2hiikBK";;;;"810836407937892352";https://twitter.com/WKRBNews/status/810836407937892352
WKRBNews;2016-12-19 13:11;0;0;"Jennison Associates LLC Has $838,610,000 Position in The Home Depot Inc. $ HD http:// zpr.io/PGhnE";;;;"810834984084918272";https://twitter.com/WKRBNews/status/810834984084918272
scalpthatstock;2016-12-19 13:05;0;0;"Daily Short Stock Picks $ HD - Home Improvement Retail Sector 12 19 2016 http:// scalpthatstock.com/daily-short-st ock-picks-hd-home-improvement-retail-sector-12-18-2016/ … pic.twitter.com/P8eG3bR36H";;;;"810833535275859968";https://twitter.com/scalpthatstock/status/810833535275859968
retail_Dbt;2016-12-19 11:55;0;0;"Palm Coast #HomeDepot employees fired for following shoplifter. Read more: http:// owler.us/abYarE $ HD";;;#HomeDepot;"810815921988116480";https://twitter.com/retail_Dbt/status/810815921988116480
retail_Dbt;2016-12-19 11:53;0;0;"Oppenheimer Remains Upbeat on #HomeDepot . Read more: http:// owler.us/abYarq $ HD";;;#HomeDepot;"810815300992049153";https://twitter.com/retail_Dbt/status/810815300992049153
DozenStocks;2016-12-19 11:01;1;0;"Weekly Dow #Stocks Trend $ UNH $ AXP $ MCD $ CVX $ AAPL $ TRV $ VZ $ DD $ MRK $ GE $ DIS $ XOM $ JPM $ GS $ HD $ MSFT $ IBM $ BA @http:// 12Stocks.com/dow";;@http;#Stocks;"810802116885217280";https://twitter.com/DozenStocks/status/810802116885217280
Top_Dow_Stocks;2016-12-19 08:19;0;0;"#Dow #stocks $ HD Home Depot Daily:-0.54% Weekly:1.29% YTD:3.79% Trend:68 / 100 http:// 12Stocks.com/HD";;;#Dow #stocks;"810761434074214400";https://twitter.com/Top_Dow_Stocks/status/810761434074214400
retail_Dbt;2016-12-19 03:12;0;0;"#HomeDepot employees fired for following shoplifter who stole $994 worth of tools. Read more: http:// owler.us/abX8sP $ HD";;;#HomeDepot;"810684155314913284";https://twitter.com/retail_Dbt/status/810684155314913284
intercooleronli;2016-12-19 01:37;0;0;"Wellington Shields & Co. LLC Buys 2 Shares of The Home Depot Inc. $ HD http:// zpr.io/PGMTw";;;;"810660295328796673";https://twitter.com/intercooleronli/status/810660295328796673
scalpthatstock;2016-12-19 00:38;0;0;""Daily Short Stock Picks for December 18, 2016" https://www. linkedin.com/pulse/daily-sh ort-stock-picks-december-18-2016-colin-macleod … on @LinkedIn $ MAS $ COH $ CRM $ HD $ LVS $ MGM $ SLW $ BABA $ YHOO";;@LinkedIn;;"810645330303811585";https://twitter.com/scalpthatstock/status/810645330303811585
DayTradersGroup;2016-12-19 00:00;1;1;"Great Week! Locked in GAINS on $ BAC +90% $ SPX +109% $ HD %138% $ AMD +135% $ RSX +575% & more #verified #timestamped https:// cards.twitter.com/cards/18ce53up 36n/2t3ap …";;;#verified #timestamped;"810635776119558144";https://twitter.com/DayTradersGroup/status/810635776119558144
