username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ChartMill;2017-04-11 23:54;0;1;"Woow what a setup $ HD ! Check it out at http:// stockcharts.chartmill.com/u/BkeaA21spg #cat #Rupee";;;#cat #Rupee;"851946652135026688";https://twitter.com/ChartMill/status/851946652135026688
pharris667;2017-04-11 23:36;0;2;"IBD Big Cap20 4-11-17 1. $ CELG $ AMAT $ MCHP $ MAR $ LRCX $ DVMT $ VRTX $ PCLN $ ICE $ EFX $ MHK $ NFLX $ ADBE $ ADI $ WCN $ TMUS $ WDC $ ULTA $ HD $ SWKS";;;;"851942092255485953";https://twitter.com/pharris667/status/851942092255485953
intercooleronli;2017-04-11 23:27;0;0;"Favorable Media Coverage Likely to Impact Home Depot $ HD Share Price http:// ift.tt/2o4txtj";;;;"851939805529346048";https://twitter.com/intercooleronli/status/851939805529346048
IrvingHarrison;2017-04-11 22:25;0;0;"Biased b/c I work in the Supply Chain, but $ HD has taken off since they tightened up from their "stack it high, and let it fly" philosophy";;;;"851924187849641985";https://twitter.com/IrvingHarrison/status/851924187849641985
stockbard;2017-04-11 21:19;0;0;"$ SEAS $ ARE $ LEO $ AT $ SEAS $ I $ ATE $ MR $ ONE $ AT $ A $ CAT $ TOO $ HD";;;;"851907632826908673";https://twitter.com/stockbard/status/851907632826908673
JVrontakis;2017-04-11 21:19;0;0;"@jimcramer love the show, top 5 holdings: $ AAPL , $ SBUX , $ MSFT , $ HD , $ NKE #amidiversified";;@jimcramer;#amidiversified;"851907608818491392";https://twitter.com/JVrontakis/status/851907608818491392
ETFGodfather;2017-04-11 20:24;0;0;"Different Strokes With Homebuilders ETFs https:// benzinga.com/z/9284764 $ HD $ ITB $ XHB via @benzinga";;@benzinga;;"851893683020480512";https://twitter.com/ETFGodfather/status/851893683020480512
WatchlistN;2017-04-11 18:44;0;0;"22,338 Shares in Home Depot Inc $ HD Acquired by Summit Global Investments http:// zpr.io/P89Pa";;;;"851868500163481600";https://twitter.com/WatchlistN/status/851868500163481600
tech_gravity;2017-04-11 18:36;0;0;"$ HD ,List:Start Of Bull Trend,Quote:148.34,Change:0.13,Target:158.46";;;;"851866661800079362";https://twitter.com/tech_gravity/status/851866661800079362
TradeWithSuper;2017-04-11 18:16;1;0;"Benzinga: Different Strokes With Homebuilders ETFs https:// benzinga.com/z/9284764 $ HD $ ITB $ XHB";;;;"851861420027375616";https://twitter.com/TradeWithSuper/status/851861420027375616
Benzinga;2017-04-11 18:15;0;1;"Different Strokes With Homebuilders ETFs https:// benzinga.com/z/9284764 $ HD $ ITB $ XHB";;;;"851861155777724416";https://twitter.com/Benzinga/status/851861155777724416
WatchlistN;2017-04-11 17:41;0;0;"Boothbay Fund Management LLC Has $224,000 Position in Home Depot Inc $ HD http:// zpr.io/P8b3q";;;;"851852758500212744";https://twitter.com/WatchlistN/status/851852758500212744
ChartMill;2017-04-11 17:24;0;0;"$ HD is showing a nice setup, don't miss this one! http:// stockcharts.chartmill.com/u/HklB_W9cpl #NationalPetDay #eshopsUK";;;#NationalPetDay #eshopsUK;"851848504351879168";https://twitter.com/ChartMill/status/851848504351879168
DozenStocks;2017-04-11 15:50;0;0;"Dow #Stocks Trend $ MSFT $ CAT $ INTC $ MRK $ DD $ BA $ CSCO $ AAPL $ IBM $ MCD $ JPM $ DIS $ UNH $ V $ HD $ TRV $ MMM $ AXP $ GS @http:// 12Stocks.com/dow";;@http;#Stocks;"851824792671895553";https://twitter.com/DozenStocks/status/851824792671895553
wlstcom;2017-04-11 15:38;0;0;"Different Strokes With Homebuilders ETFs $ HD http:// wlst.com http:// finance.yahoo.com/news/different -strokes-homebuilders-etfs-123127879.html …";;;;"851821851026259968";https://twitter.com/wlstcom/status/851821851026259968
finzine;2017-04-11 15:38;0;0;"$ HD Different Strokes With Homebuilders ETFs http:// finance.yahoo.com/news/different -strokes-homebuilders-etfs-123127879.html …";;;;"851821842650320904";https://twitter.com/finzine/status/851821842650320904
TMFJMo;2017-04-11 15:38;1;5;"Professional contractors make up only 3% of Home Depot's customer base but 40% of sales. Just a tough space for Amazon to encroach. $ HD pic.twitter.com/pwS2ALd6kO";;;;"851821691198214144";https://twitter.com/TMFJMo/status/851821691198214144
simpleroptions;2017-04-11 15:14;0;0;"Stocks showing sweakness this AM but individual names holding up. Focusing on $ HD $ PCLN $ CELG then see how we close the day. #markets pic.twitter.com/isFR5jYj57";;;#markets;"851815803561402368";https://twitter.com/simpleroptions/status/851815803561402368
intercooleronli;2017-04-11 14:59;0;0;"Home Depot Inc $ HD Upgraded to Buy at Vetr Inc. http:// zpr.io/P8uyv";;;;"851811869434236929";https://twitter.com/intercooleronli/status/851811869434236929
WatchlistN;2017-04-11 14:33;0;0;"Boothbay Fund Management LLC Has $224,000 Position in Home Depot Inc $ HD http:// zpr.io/P8uNj";;;;"851805398264926210";https://twitter.com/WatchlistN/status/851805398264926210
