username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Traderific;2016-12-12 21:25;0;0;"BUY $ PFE 32.40, SELL $ RTN 139.33, BUY $ TEVA 37.25, SELL $ TRV 120.93. More stock tips & details at: http://www. traderific.com/?date=2016-12- 12 …";;;;"808422484005548032";https://twitter.com/Traderific/status/808422484005548032
DozenStocks;2016-12-12 21:00;0;0;"S&P500 #Stocks Trend $ COP $ HOLX $ XOM $ T $ DOW $ SLG $ WHR $ TRV $ PGR $ GT $ PEG $ WM $ VZ $ CVX $ HD $ DTE $ DGX $ ADM $ MMM @http:// 12Stocks.com/sp500";;@http;#Stocks;"808416201470713856";https://twitter.com/DozenStocks/status/808416201470713856
1LuckyJimmy;2016-12-12 20:05;0;0;"TRV +1.67 total advance today 14:42 ET. The Travelers Companies Inc $ TRV 120.86 Stock hit a High of 120.84 and http:// investorshangout.com/post/view?id=4 219961 …";;;;"808402293729165312";https://twitter.com/1LuckyJimmy/status/808402293729165312
clayton_dd;2016-12-12 19:09;0;0;"TRV 120.67 The Travelers Companies Inc $ TRV Std Dev +2.02. TRV Trading at 120.67 Day High 120.65 & Day Low 119 http:// investorshangout.com/post/view?id=4 219498 …";;;;"808388338960965632";https://twitter.com/clayton_dd/status/808388338960965632
OptionsHawk;2016-12-12 18:34;0;6;"$ TRV big breakout to start the week, over 7K Jan. 2018 $135 calls sit in OI pic.twitter.com/HsH1ILplpn";;;;"808379610693922816";https://twitter.com/OptionsHawk/status/808379610693922816
TradingSysGroup;2016-12-12 17:17;0;0;"$ SPY large cap stocks in my port with strength during this very minor pullback: $ XOM $ NTT $ EQIX $ SO $ BDX $ ISRG $ TRV $ BSX $ VZ $ TRP $ PEP";;;;"808360108589772800";https://twitter.com/TradingSysGroup/status/808360108589772800
DozenStocks;2016-12-12 16:50;1;0;"Dow #Stocks Trend $ XOM $ CVX $ VZ $ HD $ MCD $ GE $ MMM $ MSFT $ TRV $ DD $ BA $ DIS $ UTX $ IBM $ AAPL $ JPM $ GS $ KO $ UNH $ AXP @http:// 12Stocks.com/dow";;@http;#Stocks;"808353377700626432";https://twitter.com/DozenStocks/status/808353377700626432
stocknewsdotcom;2016-12-12 16:45;0;0;"$ TRV One of the bigger well-known stocks hitting a new 52-week high today https:// stocknews.com/news/trv-one-o f-the-bigger-well-known-stocks-hitting-a-new-52-week …";;;;"808352095153881088";https://twitter.com/stocknewsdotcom/status/808352095153881088
TickerReport;2016-12-12 16:21;0;0;"Rhumbline Advisers Boosts Stake in The Travelers Cos. $ TRV http:// ift.tt/2gsQrWA";;;;"808345964037672965";https://twitter.com/TickerReport/status/808345964037672965
WatchlistN;2016-12-12 16:19;0;0;"Rhumbline Advisers Boosts Stake in The Travelers Cos. $ TRV http:// zpr.io/PfcwC";;;;"808345655525736450";https://twitter.com/WatchlistN/status/808345655525736450
TickerReport;2016-12-12 16:19;0;0;"Rhumbline Advisers Boosts Stake in The Travelers Cos. $ TRV http:// zpr.io/Pfcwj";;;;"808345553713172480";https://twitter.com/TickerReport/status/808345553713172480
