username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
WKRBNews;2016-10-18 22:10;0;0;"Penobscot Investment Management Company Inc. Buys 296 Shares of The Travelers Cos. $ TRV http:// zpr.io/P6mBX";;;;"788502491809849344";https://twitter.com/WKRBNews/status/788502491809849344
WKRBNews;2016-10-18 22:09;0;0;"Penobscot Investment Management Company Inc. Buys 296 Shares of The Travelers Cos. $ TRV http:// ift.tt/2efDlxH";;;;"788502232010485760";https://twitter.com/WKRBNews/status/788502232010485760
midetimes;2016-10-18 18:50;0;0;"The Travelers Cos. $ TRV Stake Held by Tradewinds Capital Management LLC http:// mideasttime.com/?p=1336877";;;;"788452116016799748";https://twitter.com/midetimes/status/788452116016799748
dailypoliticaln;2016-10-18 17:12;0;0;"1ST Source Bank Sells 278 Shares of The Travelers Cos. $ TRV http://www. dailypolitical.com/?p=742641";;;;"788427553086275584";https://twitter.com/dailypoliticaln/status/788427553086275584
DayTradeScalps;2016-10-18 15:33;0;0;"SELL | $ TRV ( #TravelersCompanies ) | Target Range: -2 / -57.7 | Risk Limit: +17.2935 | https:// uk.finance.yahoo.com/q?s=TRV";;;#TravelersCompanies;"788402529352638464";https://twitter.com/DayTradeScalps/status/788402529352638464
finzine;2016-10-18 13:27;0;0;"$ TRV Is a Surprise Coming for The Travelers Companies (TRV) This Earnings Season? http:// finance.yahoo.com/news/surprise- coming-travelers-companies-trv-125112624.html …";;;;"788370868254625792";https://twitter.com/finzine/status/788370868254625792
StockWebTrading;2016-10-18 13:18;0;0;"$ BK $ C $ CAT $ DD $ DHR $ DE $ BAC $ TRV $ HAL Trade long and short from the #NYSE , up to 62% on average. http://www. stocktradedow.com/Results.html $ DIA $ SPY $ DJIA";;;#NYSE;"788368693428301826";https://twitter.com/StockWebTrading/status/788368693428301826
midetimes;2016-10-18 08:16;0;0;"The Travelers Cos. $ TRV Set to Announce Earnings on Thursday http:// mideasttime.com/?p=1335692";;;;"788292643562348545";https://twitter.com/midetimes/status/788292643562348545
TickerReport;2016-10-18 05:50;0;0;"Research Analysts Issue Forecasts for The Travelers Cos.’s Q3 2016 Earnings $ TRV http:// ift.tt/2ebV4pS";;;;"788255931096236032";https://twitter.com/TickerReport/status/788255931096236032
TickerReport;2016-10-18 05:47;0;0;"Research Analysts Issue Forecasts for The Travelers Cos.’s Q3 2016 Earnings $ TRV http:// zpr.io/P6x9H";;;;"788255281172144128";https://twitter.com/TickerReport/status/788255281172144128
intercooleronli;2016-10-18 01:13;0;0;"Public Employees Retirement Association of Colorado Cuts Stake in The Travelers Cos. $ TRV http:// zpr.io/P6x6g";;;;"788186330828304384";https://twitter.com/intercooleronli/status/788186330828304384
