username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
shonkori;2016-12-19 21:18;0;0;"I like $ MKL but @least $ TRV offers dividend. #booyah ps. Jim really want 2 see @eagles throttle Eli & the @Giants on #TNF #CowboysNation https:// twitter.com/jimcramer/stat us/810955076466524164 …";;@least @eagles @Giants;#booyah #TNF #CowboysNation;"810957415638253570";https://twitter.com/shonkori/status/810957415638253570
finzine;2016-12-19 20:07;0;0;"$ TRV Travelers May Take a Detour http:// realmoney.thestreet.com/articles/12/19 /2016/travelers-may-take-detour?puc=yahoo&cm_ven=YAHOO …";;;;"810939571592695808";https://twitter.com/finzine/status/810939571592695808
ConsumerFeed;2016-12-19 18:14;0;0;"The Travelers Cos. $ TRV Stake Reduced by Los Angeles Capital Management & Equity Research Inc. http:// zpr.io/PGALn";;;;"810911235579461634";https://twitter.com/ConsumerFeed/status/810911235579461634
DozenStocks;2016-12-19 16:50;0;0;"Dow #Stocks Trend $ UTX $ DIS $ VZ $ BA $ AAPL $ GE $ TRV $ DD $ MSFT $ MCD $ CVX $ UNH $ MMM $ XOM $ HD $ IBM $ JPM $ GS $ AXP @http:// 12Stocks.com/dow";;@http;#Stocks;"810890114414956544";https://twitter.com/DozenStocks/status/810890114414956544
FinSentS_SP500;2016-12-19 15:07;0;0;"$ TRV :US Travelers - A Future Dividend Aristocrat #TRAVELERS COS INC http:// tinyurl.com/j7llnnl #SP500";;;#TRAVELERS #SP500;"810864064289210368";https://twitter.com/FinSentS_SP500/status/810864064289210368
DozenStocks;2016-12-19 11:01;1;0;"Weekly Dow #Stocks Trend $ UNH $ AXP $ MCD $ CVX $ AAPL $ TRV $ VZ $ DD $ MRK $ GE $ DIS $ XOM $ JPM $ GS $ HD $ MSFT $ IBM $ BA @http:// 12Stocks.com/dow";;@http;#Stocks;"810802116885217280";https://twitter.com/DozenStocks/status/810802116885217280
Top_Dow_Stocks;2016-12-19 08:23;0;0;"#Dow #stocks $ TRV Travelers Companies Daily:1.00% Weekly:2.02% YTD:9.6% Trend:83 / 100 http:// 12Stocks.com/TRV";;;#Dow #stocks;"810762539583684608";https://twitter.com/Top_Dow_Stocks/status/810762539583684608
newswelldone;2016-12-19 07:22;0;0;"$ CLX $ TRV : Travelers – A Future Dividend Aristocrat: http://www. StockNewsWires.com/2016/12/19/clx -trv-travelers-a-future-dividend-aristocrat/ …";;;;"810747009942650881";https://twitter.com/newswelldone/status/810747009942650881
SEEKINGALPHA_FS;2016-12-19 07:20;0;0;"Travelers - A Future Dividend Aristocrat http:// seekingalpha.com/article/403129 2-travelers-future-dividend-aristocrat?source=twitter_sa_factset … $ TRV";;;;"810746567997026304";https://twitter.com/SEEKINGALPHA_FS/status/810746567997026304
SeekingAlpha;2016-12-19 07:20;0;0;"Travelers - A Future Dividend Aristocrat http:// seekingalpha.com/article/403129 2-travelers-future-dividend-aristocrat?source=feed_f … $ TRV";;;;"810746565438509057";https://twitter.com/SeekingAlpha/status/810746565438509057
