username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Focus_on_Dvds;2017-08-21 23:32;0;0;"This Week's Most Significant Insider Trades: August 14-18 $ AAPL $ AMD $ CVS $ DUK $ GM $ LMT $ MMM $ MO $ RTN $ SLB $ TRV $ TWO https:// buff.ly/2vi1hWY pic.twitter.com/Q0rcJ68Zfl";;;;"899776156781510656";https://twitter.com/Focus_on_Dvds/status/899776156781510656
bankerstribune;2017-08-21 22:10;0;0;"RBC reiterated The Travelers $ TRV at Buy. This P/E multiples model implies stock's undervalued http:// ow.ly/ywgd30ezjnA";;;;"899755525738381313";https://twitter.com/bankerstribune/status/899755525738381313
ConsumerFeed;2017-08-21 19:34;0;0;"The Travelers Companies, Inc. $ TRV Given Buy Rating at Royal Bank Of Canada http:// ift.tt/2fYWKGT #acn";;;#acn;"899716355565473792";https://twitter.com/ConsumerFeed/status/899716355565473792
AmericanBanking;2017-08-21 19:34;0;0;"The Travelers Companies, Inc. $ TRV Given Buy Rating at Royal Bank Of Canada http:// ift.tt/2fZOnek";;;;"899716341988544513";https://twitter.com/AmericanBanking/status/899716341988544513
intercooleronli;2017-08-21 19:31;0;0;"The Travelers Companies, Inc. $ TRV Given Buy Rating at Royal Bank Of Canada http:// ift.tt/2fYWKGT";;;;"899715583662592000";https://twitter.com/intercooleronli/status/899715583662592000
CFinancialNews;2017-08-21 19:31;0;0;"The Travelers Companies, Inc. $ TRV Given Buy Rating at Royal Bank Of Canada http:// ift.tt/2fZOnek";;;;"899715509440176129";https://twitter.com/CFinancialNews/status/899715509440176129
Focus_on_Dvds;2017-08-21 18:19;0;0;"This Week's Most Significant Insider Trades: August 14-18 $ AAPL $ AMD $ CVS $ DUK $ GM $ LMT $ MMM $ MO $ RTN $ SLB $ TRV $ TWO https:// buff.ly/2vX1Jvz pic.twitter.com/5aqplDmX3C";;;;"899697370258124803";https://twitter.com/Focus_on_Dvds/status/899697370258124803
emq_news;2017-08-21 16:29;0;0;"The Travelers Companies $ TRV and James River Group Holdings $ JRVR Critical Survey http:// ift.tt/2whwBta";;;;"899669866344583168";https://twitter.com/emq_news/status/899669866344583168
TickerReport;2017-08-21 16:28;0;0;"The Travelers Companies $ TRV and James River Group Holdings $ JRVR Critical Survey http:// ift.tt/2vXep5J";;;;"899669479315173378";https://twitter.com/TickerReport/status/899669479315173378
DozenStocks;2017-08-21 15:50;0;0;"Dow #Stocks Trend $ MSFT $ CAT $ INTC $ MRK $ DD $ BA $ CSCO $ AAPL $ IBM $ MCD $ JPM $ DIS $ UNH $ V $ HD $ TRV $ MMM $ AXP $ GS @http:// 12Stocks.com/dow";;@http;#Stocks;"899659992520769536";https://twitter.com/DozenStocks/status/899659992520769536
Focus_on_Dvds;2017-08-21 13:36;0;0;"This Week's Most Significant Insider Trades: August 14-18 $ AAPL $ AMD $ CVS $ DUK $ GM $ LMT $ MMM $ MO $ RTN $ SLB $ TRV $ TWO https:// buff.ly/2vWAxNG pic.twitter.com/96ZQgquUGx";;;;"899626179342327808";https://twitter.com/Focus_on_Dvds/status/899626179342327808
WKRBNews;2017-08-21 12:34;0;0;"The Travelers Companies’ $ TRV “Buy” Rating Reiterated at Royal Bank Of Canada http:// ift.tt/2wpWdou";;;;"899610668369928196";https://twitter.com/WKRBNews/status/899610668369928196
midetimes;2017-08-21 12:33;0;0;"The Travelers Companies’ $ TRV “Buy” Rating Reiterated at Royal Bank Of Canada http:// ift.tt/2xkfPXx";;;;"899610398634237952";https://twitter.com/midetimes/status/899610398634237952
dailypoliticaln;2017-08-21 12:30;0;0;"The Travelers Companies’ $ TRV “Buy” Rating Reiterated at Royal Bank Of Canada http:// ift.tt/2wpWdou";;;;"899609755395731459";https://twitter.com/dailypoliticaln/status/899609755395731459
ConsumerFeed;2017-08-21 12:14;0;0;"The Travelers Companies's buy rating reiterated at Royal Bank Of Canada. $135.00 PT. http:// ift.tt/2fYt6l3 $ TRV #TRV";;;#TRV;"899605655019020288";https://twitter.com/ConsumerFeed/status/899605655019020288
AmericanBanking;2017-08-21 12:13;0;0;"The Travelers Companies's buy rating reiterated at Royal Bank Of Canada. $135.00 PT. http:// ift.tt/2fYt6l3 $ TRV #TRV";;;#TRV;"899605313766264833";https://twitter.com/AmericanBanking/status/899605313766264833
RatingsNetwork;2017-08-21 12:11;0;0;"The Travelers Companies's buy rating reiterated at Royal Bank Of Canada. $135.00 PT. http:// ift.tt/2fYt6l3 $ TRV #TRV";;;#TRV;"899604757433790464";https://twitter.com/RatingsNetwork/status/899604757433790464
ARatings;2017-08-21 11:33;0;0;"RBC Capital Keeps a Buy Rating on Travelers Companies $ TRV http://www. analystratings.com/articles/rbc-c apital-keeps-a-buy-rating-on-travelers-companies/ …";;;;"899595419495391233";https://twitter.com/ARatings/status/899595419495391233
DozenStocks;2017-08-21 10:00;0;0;"Weekly Dow #Stocks Trend $ DD $ MSFT $ CAT $ INTC $ MRK $ BA $ CSCO $ AAPL $ IBM $ JPM $ MCD $ UNH $ DIS $ V $ HD $ TRV $ AXP @http:// 12Stocks.com/dow";;@http;#Stocks;"899572002444288000";https://twitter.com/DozenStocks/status/899572002444288000
noritsunagirota;2017-08-21 09:50;0;0;"Farmers Trust Co Cut Travelers Companies $ TRV Holding https:// santimes.com/farmers-trust- co-cut-travelers-companies-trv-holding-picton-mahoney-asset-management-decreased-pvh-pvh-holding/ …";;;;"899569489880252416";https://twitter.com/noritsunagirota/status/899569489880252416
