username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
KeralaGuy77;2017-03-03 23:13;0;0;"$ hd ATH screaming high. it drops $1 (not even close to 8dma) and big boys jump like mad dogs!! stunning. closed flat @RedDogT3 @15minofPham pic.twitter.com/09YdpD7QkO";;@RedDogT3 @15minofPham;;"837803019374776320";https://twitter.com/KeralaGuy77/status/837803019374776320
jjjinvesting;2017-03-03 22:41;1;0;"After Mega-Dividend Hike, It's Time To Double Down On Home Depot http:// seekingalpha.com/article/405166 5-mega-dividend-hike-time-double-home-depot?source=tweet … $ HD";;;;"837795196939153410";https://twitter.com/jjjinvesting/status/837795196939153410
MarketRealist;2017-03-03 22:06;0;0;"Why Lowe’s Is Riding High after 4Q16 http://marketrealist.com?p=1956994 marketrealist.com/?p=1956994 $ LOW $ HD $ BBBY $ WSM";;;;"837786189369389056";https://twitter.com/MarketRealist/status/837786189369389056
retail_Dbt;2017-03-03 22:04;0;0;"#HomeDepot carpet remnants for 40 cents/sq. ft. at Habitat ReStore. Read more: http:// owler.us/ackR3Z $ HD";;;#HomeDepot;"837785905855279104";https://twitter.com/retail_Dbt/status/837785905855279104
retail_Dbt;2017-03-03 21:49;0;0;"#HomeDepot Adds 1,500 Jobs in Sacramento Area. Read more: http:// owler.us/ackRT5 $ HD";;;#HomeDepot;"837782017924186112";https://twitter.com/retail_Dbt/status/837782017924186112
retail_Dbt;2017-03-03 21:34;0;0;"#HomeDepot adding jobs this spring, including close to 1,400 in Tampa. Read more: http:// owler.us/ackRPv $ HD";;;#HomeDepot;"837778130441928705";https://twitter.com/retail_Dbt/status/837778130441928705
Stockerroo;2017-03-03 21:29;0;0;"Jason Bond Stock Picks FREE TRIAL! http:// smq.tc/1X9UgQa $ HD $ ANAC $ CRM $ TJX";;;;"837777085137498113";https://twitter.com/Stockerroo/status/837777085137498113
intercooleronli;2017-03-03 21:23;0;0;"Home Depot, Inc. $ The $ HD Downgraded to “Hold” at Vetr Inc. http:// zpr.io/PyBTk";;;;"837775566816296960";https://twitter.com/intercooleronli/status/837775566816296960
retail_Dbt;2017-03-03 21:12;0;0;"#HomeDepot adding jobs this spring, including close to 1,400 in Tampa. Read more: http:// owler.us/ackRD9 $ HD";;;#HomeDepot;"837772686654767104";https://twitter.com/retail_Dbt/status/837772686654767104
Commonsense1926;2017-03-03 21:08;0;0;"@MarketWatch , Here we go again $ AZ AutoZone, and $ HD Home Depot. Check the numbers Strong Buy!!! CYCLE!#!";;@MarketWatch;#;"837771658723217408";https://twitter.com/Commonsense1926/status/837771658723217408
InvestorsAlley;2017-03-03 21:06;0;0;"7 Winners and 6 Losers of Trump’s Proposed Tax Plan. http:// buff.ly/2lECPdx #InvestorsAlley $ HD pic.twitter.com/QTvX7GaqtF";;;#InvestorsAlley;"837771220967911425";https://twitter.com/InvestorsAlley/status/837771220967911425
ConsumerFeed;2017-03-03 20:52;0;0;"Q3 2018 EPS Estimates for Home Depot, Inc. $ The Reduced by Analyst $ HD http:// ift.tt/2m4QZYL #acn";;;#acn;"837767580328787968";https://twitter.com/ConsumerFeed/status/837767580328787968
TickerReport;2017-03-03 20:45;0;0;"Q3 2018 EPS Estimates for Home Depot, Inc. $ The Reduced by Analyst $ HD http:// zpr.io/PyB6R";;;;"837765988397502464";https://twitter.com/TickerReport/status/837765988397502464
